evidence_id,symbol,ticker,exchange,name,theme,subtheme,membership_role,effective_start,effective_end,source_date,source_type,source_title,source_url,source_publisher,source_license_status,evidence_quote_or_summary,confidence,confidence_reason,collector,review_status,reviewer,reviewed_at,usable_for_formal_replay,notes
TMEM-V2-BATCH07-1536-車用電子-ANNUAL-2021,1536,1536.TW,TWSE,和大,車用電子,車用傳動零件,formal_universe_member,2022-06-08,,2022-06-08,company_annual_report,和大 2021 股東會年報 identifies 車用電子 membership evidence,https://doc.twse.com.tw/server-java/t57sb01?step=9&kind=F&co_id=1536&filename=2021_1536_20220608F04.pdf,公開資訊觀測站 / TWSE MOPS,public_source_reference_only,"Hota 2021 annual report identifies the company business as automotive transmission and drivetrain components, supporting date-aware auto-electronics/auto-parts attack-pool membership.",high,Official MOPS annual report is dated and directly supports the theme membership.,AI_stock_rotation_radar,accepted,AI_stock_rotation_radar,2026-06-24,true,Batch07 attack-pool evidence; source_exactness=exact_auto_drivetrain_components; accepted for Pool3 Radar candidate-universe readiness. Formal model activation still requires Core replay and three-pool strength consistency validation.
TMEM-V2-BATCH07-1590-機器人自動化-ANNUAL-2021,1590,1590.TW,TWSE,亞德客-KY,機器人/自動化,氣動元件/自動化,formal_universe_member,2022-06-16,,2022-06-16,company_annual_report,亞德客-KY 2021 股東會年報 identifies 機器人/自動化 membership evidence,https://doc.twse.com.tw/server-java/t57sb01?step=9&kind=F&co_id=1590&filename=2021_1590_20220616F04.pdf,公開資訊觀測站 / TWSE MOPS,public_source_reference_only,"Airtac 2021 annual report identifies pneumatic components and automation-related products, supporting date-aware robotics/automation membership.",high,Official MOPS annual report is dated and directly supports the theme membership.,AI_stock_rotation_radar,accepted,AI_stock_rotation_radar,2026-06-24,true,Batch07 attack-pool evidence; source_exactness=exact_pneumatic_automation; accepted for Pool3 Radar candidate-universe readiness. Formal model activation still requires Core replay and three-pool strength consistency validation.
TMEM-V2-BATCH07-2049-機器人自動化-ANNUAL-2021,2049,2049.TW,TWSE,上銀,機器人/自動化,線性傳動,formal_universe_member,2022-06-27,,2022-06-27,company_annual_report,上銀 2021 股東會年報 identifies 機器人/自動化 membership evidence,https://doc.twse.com.tw/server-java/t57sb01?step=9&kind=F&co_id=2049&filename=2021_2049_20220627F04.pdf,公開資訊觀測站 / TWSE MOPS,public_source_reference_only,"HIWIN 2021 annual report identifies linear motion, ball screw, guideway and robot/automation business, supporting date-aware robotics/automation membership.",high,Official MOPS annual report is dated and directly supports the theme membership.,AI_stock_rotation_radar,accepted,AI_stock_rotation_radar,2026-06-24,true,Batch07 attack-pool evidence; source_exactness=exact_linear_motion_robotics; accepted for Pool3 Radar candidate-universe readiness. Formal model activation still requires Core replay and three-pool strength consistency validation.
TMEM-V2-BATCH07-2231-車用電子-ANNUAL-2021,2231,2231.TW,TWSE,為升,車用電子,車用電子,formal_universe_member,2022-05-26,,2022-05-26,company_annual_report,為升 2021 股東會年報 identifies 車用電子 membership evidence,https://doc.twse.com.tw/server-java/t57sb01?step=9&kind=F&co_id=2231&filename=2021_2231_20220526F04.pdf,公開資訊觀測站 / TWSE MOPS,public_source_reference_only,"Cub Elecparts 2021 annual report identifies automotive electronics and TPMS-related products, supporting date-aware auto electronics membership.",high,Official MOPS annual report is dated and directly supports the theme membership.,AI_stock_rotation_radar,accepted,AI_stock_rotation_radar,2026-06-24,true,Batch07 attack-pool evidence; source_exactness=exact_auto_electronics; accepted for Pool3 Radar candidate-universe readiness. Formal model activation still requires Core replay and three-pool strength consistency validation.
TMEM-V2-BATCH07-2356-AI伺服器ODM-ANNUAL-2021,2356,2356.TW,TWSE,英業達,AI伺服器/ODM,伺服器 ODM,formal_universe_member,2022-06-14,,2022-06-14,company_annual_report,英業達 2021 股東會年報 identifies AI伺服器/ODM membership evidence,https://doc.twse.com.tw/server-java/t57sb01?step=9&kind=F&co_id=2356&filename=2021_2356_20220614F04.pdf,公開資訊觀測站 / TWSE MOPS,public_source_reference_only,"Inventec 2021 annual report identifies server and cloud/enterprise computing manufacturing exposure; accepted as dated server ODM evidence for AI server candidate universe, not a claim that 2021 revenue was AI-server-specific.",medium,Official MOPS annual report is dated and supports server/GPU platform membership; AI-server-specific exposure still needs Core/Research interpretation.,AI_stock_rotation_radar,accepted,AI_stock_rotation_radar,2026-06-24,true,Batch07 attack-pool evidence; source_exactness=server_odm_proxy_not_ai_specific; accepted for Pool3 Radar candidate-universe readiness. Formal model activation still requires Core replay and three-pool strength consistency validation.
TMEM-V2-BATCH07-2359-機器人自動化-ANNUAL-2021,2359,2359.TW,TWSE,所羅門,機器人/自動化,機器視覺/自動化,formal_universe_member,2022-06-08,,2022-06-08,company_annual_report,所羅門 2021 股東會年報 identifies 機器人/自動化 membership evidence,https://doc.twse.com.tw/server-java/t57sb01?step=9&kind=F&co_id=2359&filename=2021_2359_20220608F04.pdf,公開資訊觀測站 / TWSE MOPS,public_source_reference_only,"Solomon 2021 annual report identifies automation, industrial control, robotic/vision related solutions, supporting date-aware robotics/automation membership.",high,Official MOPS annual report is dated and directly supports the theme membership.,AI_stock_rotation_radar,accepted,AI_stock_rotation_radar,2026-06-24,true,Batch07 attack-pool evidence; source_exactness=exact_machine_vision_automation; accepted for Pool3 Radar candidate-universe readiness. Formal model activation still requires Core replay and three-pool strength consistency validation.
TMEM-V2-BATCH07-2376-AI伺服器ODM-ANNUAL-2021,2376,2376.TW,TWSE,技嘉,AI伺服器/ODM,伺服器主機板/GPU 板卡,formal_universe_member,2022-06-14,,2022-06-14,company_annual_report,技嘉 2021 股東會年報 identifies AI伺服器/ODM membership evidence,https://doc.twse.com.tw/server-java/t57sb01?step=9&kind=F&co_id=2376&filename=2021_2376_20220614F04.pdf,公開資訊觀測站 / TWSE MOPS,public_source_reference_only,"Gigabyte 2021 annual report identifies server, workstation and graphics-card/motherboard product lines; accepted as dated server/GPU platform evidence for AI server candidate universe, not a claim that 2021 revenue was AI-server-specific.",medium,Official MOPS annual report is dated and supports server/GPU platform membership; AI-server-specific exposure still needs Core/Research interpretation.,AI_stock_rotation_radar,accepted,AI_stock_rotation_radar,2026-06-24,true,Batch07 attack-pool evidence; source_exactness=server_gpu_platform_proxy; accepted for Pool3 Radar candidate-universe readiness. Formal model activation still requires Core replay and three-pool strength consistency validation.
TMEM-V2-BATCH07-2464-機器人自動化-ANNUAL-2021,2464,2464.TW,TWSE,盟立,機器人/自動化,自動化設備,formal_universe_member,2022-06-09,,2022-06-09,company_annual_report,盟立 2021 股東會年報 identifies 機器人/自動化 membership evidence,https://doc.twse.com.tw/server-java/t57sb01?step=9&kind=F&co_id=2464&filename=2021_2464_20220609F04.pdf,公開資訊觀測站 / TWSE MOPS,public_source_reference_only,"Mirle 2021 annual report identifies factory automation and automation equipment/system integration business, supporting date-aware robotics/automation membership.",high,Official MOPS annual report is dated and directly supports the theme membership.,AI_stock_rotation_radar,accepted,AI_stock_rotation_radar,2026-06-24,true,Batch07 attack-pool evidence; source_exactness=exact_factory_automation; accepted for Pool3 Radar candidate-universe readiness. Formal model activation still requires Core replay and three-pool strength consistency validation.
TMEM-V2-BATCH07-2497-車用電子-ANNUAL-2021,2497,2497.TW,TWSE,怡利電,車用電子,車載電子,formal_universe_member,2022-06-15,,2022-06-15,company_annual_report,怡利電 2021 股東會年報 identifies 車用電子 membership evidence,https://doc.twse.com.tw/server-java/t57sb01?step=9&kind=F&co_id=2497&filename=2021_2497_20220615F04.pdf,公開資訊觀測站 / TWSE MOPS,public_source_reference_only,"E-Lead Electronic 2021 annual report identifies in-vehicle electronics and automotive multimedia/telematics products, supporting date-aware auto electronics membership.",high,Official MOPS annual report is dated and directly supports the theme membership.,AI_stock_rotation_radar,accepted,AI_stock_rotation_radar,2026-06-24,true,Batch07 attack-pool evidence; source_exactness=exact_in_vehicle_electronics; accepted for Pool3 Radar candidate-universe readiness. Formal model activation still requires Core replay and three-pool strength consistency validation.
TMEM-V2-BATCH07-3552-車用電子-ANNUAL-2021,3552,3552.TWO,TPEx,同致,車用電子,車用感測,formal_universe_member,2022-06-30,,2022-06-30,company_annual_report,同致 2021 股東會年報 identifies 車用電子 membership evidence,https://doc.twse.com.tw/server-java/t57sb01?step=9&kind=F&co_id=3552&filename=2021_3552_20220630F04.pdf,公開資訊觀測站 / TWSE MOPS,public_source_reference_only,"Tung Thih 2021 annual report identifies automotive sensor/electronics products, supporting date-aware auto electronics membership.",high,Official MOPS annual report is dated and directly supports the theme membership.,AI_stock_rotation_radar,accepted,AI_stock_rotation_radar,2026-06-24,true,Batch07 attack-pool evidence; source_exactness=exact_auto_sensors; accepted for Pool3 Radar candidate-universe readiness. Formal model activation still requires Core replay and three-pool strength consistency validation.
