ticker,company_name,event_key,high_priority,source_route,source_url,query_year,query_month,announcement_date_roc,announcement_time,market_available_at_policy,market_available_at,subject,clause,fact_date,detail_status,detail_payload,detail_text_excerpt,event_type,amount_match_status,ex_date,payment_date,record_date,last_transfer_date,stop_transfer_start,stop_transfer_end,share_adjustment_effective_date,trading_resumption_date,cash_return,ratio_text,accepted_exact_exdate_candidate,acceptance_status,future_data_violation_count,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
3105,穩懋,3105|ROC108|P1|C7|S0,False,mops_api_t05st01_and_t05st01_detail,https://mops.twse.com.tw/mops/#/web/t05st01,109,06,109/06/12,16:55:18,official_t05st01_announcement_timestamp_if_accepted,2020-06-12 16:55:18,公告本公司除息基準日,,,ok,"{""companyId"": ""3105"", ""enterDate"": ""1090611"", ""marketKind"": ""otc"", ""serialNumber"": ""3""}","1.董事會、股東會決議或公司決定日期:109/06/12 2.除權、息類別（請填入「除權」、「除息」或「除權息」）:除息 3.發放股利種類及金額:普通股現金股利總金額新台幣2,968,394,688元 4.除權（息）交易日:109/07/01 5.最後過戶日:109/07/02 6.停止過戶起始日期:109/07/03 7.停止過戶截止日期:109/07/07 8.除權（息）基準日:109/07/07 9.債券最後申請轉換日期:不適用 10.債券停止轉換起始日期:不適用 11.債券停止轉換截止日期:不適用 12.現金股利發放日期:109/07/22 13.其他應敘明事項: 嗣後如本公司股份總數有異動時，致使配息率發生變動時，董事會已授權董事長調整之 ",cash_or_stock_distribution_candidate,cash_amount_text_hit,2020-07-01,2020-07-22,2020-07-07,2020-07-02,2020-07-03,2020-07-07,,,,,True,accepted_exact_exdate_candidate,0,False,False,False,False,False,False,False,True,False
3105,穩懋,3105|ROC109|P1|C10|S0,False,mops_api_t05st01_and_t05st01_detail,https://mops.twse.com.tw/mops/#/web/t05st01,110,06,110/06/10,17:02:35,official_t05st01_announcement_timestamp_if_accepted,2021-06-10 17:02:35,"公告本公司除息基準日暨海外第一次無擔保轉換公司債
停止轉換期間等相關事宜",,,ok,"{""companyId"": ""3105"", ""enterDate"": ""1100607"", ""marketKind"": ""otc"", ""serialNumber"": ""1""}","1.董事會、股東會決議或公司決定日期:110/06/10 2.除權、息類別（請填入「除權」、「除息」或「除權息」）:除息 3.發放股利種類及金額:普通股現金股利總金額新台幣4,240,413,840元 4.除權（息）交易日:110/07/07 5.最後過戶日:110/07/08 6.停止過戶起始日期:110/07/09 7.停止過戶截止日期:110/07/13 8.除權（息）基準日:110/07/13 9.債券最後申請轉換日期:110/06/17 10.債券停止轉換起始日期:110/06/18 11.債券停止轉換截止日期:110/07/13 12.現金股利發放日期:110/07/30 13.其他應敘明事項: (1)嗣後如本公司股份總數有異動時，致使配息率發生變動時，董事會已授權董事長調 整之 (2)本公司109年海外第一次無擔保轉換公司債停止轉換期間:110/06/18~110/07/13 ",cash_or_stock_distribution_candidate,cash_amount_text_hit,2021-07-07,2021-07-30,2021-07-13,2021-07-08,2021-07-09,2021-07-13,,,,,True,accepted_exact_exdate_candidate,0,False,False,False,False,False,False,False,True,False
3163,波若威,3163|ROC108|P1|C1.2|S0,False,mops_api_t05st01_and_t05st01_detail,https://mops.twse.com.tw/mops/#/web/t05st01,109,08,109/08/06,17:20:43,official_t05st01_announcement_timestamp_if_accepted,2020-08-06 17:20:43,公告本公司董事會決議除息基準日,,,ok,"{""companyId"": ""3163"", ""enterDate"": ""1090806"", ""marketKind"": ""otc"", ""serialNumber"": ""2""}","1.董事會、股東會決議或公司決定日期:109/08/06 2.除權、息類別（請填入「除權」、「除息」或「除權息」）:除息 3.發放股利種類及金額: 普通股現金股利新台幣85,805,880元；每股配發約1.15946215元 4.除權（息）交易日:109/08/21 5.最後過戶日:109/08/24 6.停止過戶起始日期:109/08/25 7.停止過戶截止日期:109/08/29 8.除權（息）基準日:109/08/29 9.債券最後申請轉換日期:無 10.債券停止轉換起始日期:無 11.債券停止轉換截止日期:無 12.現金股利發放日期:109/09/09 13.其他應敘明事項: 本次除息未盡事宜或現金股利如因本公司流通在外股數變動， 以致配息率發生變動時，授權董事長全權處理之。 ",cash_or_stock_distribution_candidate,,2020-08-21,2020-09-09,2020-08-29,2020-08-24,2020-08-25,2020-08-29,,,,,False,candidate_needs_core_review,0,False,False,False,False,False,False,False,True,False
3163,波若威,3163|ROC109|P1|C2.5|S0,False,mops_api_t05st01_and_t05st01_detail,https://mops.twse.com.tw/mops/#/web/t05st01,110,08,110/08/05,18:01:57,official_t05st01_announcement_timestamp_if_accepted,2021-08-05 18:01:57,公告本公司董事會決議除息基準日,,,ok,"{""companyId"": ""3163"", ""enterDate"": ""1100805"", ""marketKind"": ""otc"", ""serialNumber"": ""2""}","1.董事會、股東會決議或公司決定日期:110/08/05 2.除權、息類別（請填入「除權」、「除息」或「除權息」）:除息 3.發放股利種類及金額: 普通股現金股利新台幣188,217,248元；每股配發約2.5元 4.除權（息）交易日:110/09/01 5.最後過戶日:110/09/02 6.停止過戶起始日期:110/09/03 7.停止過戶截止日期:110/09/07 8.除權（息）基準日:110/09/07 9.債券最後申請轉換日期:110/08/11 10.債券停止轉換起始日期:110/08/13 11.債券停止轉換截止日期:110/9/7 12.現金股利發放日期:110/09/11 13.其他應敘明事項: 本次除息未盡事宜或現金股利如因本公司流通在外股數變動， 以致配息率發生變動時，授權董事長全權處理之。 ",cash_or_stock_distribution_candidate,cash_amount_text_hit,2021-09-01,2021-09-11,2021-09-07,2021-09-02,2021-09-03,2021-09-07,,,,,True,accepted_exact_exdate_candidate,0,False,False,False,False,False,False,False,True,False
3260,威剛,3260|ROC108|P1|C1.4|S0,False,mops_api_t05st01_and_t05st01_detail,https://mops.twse.com.tw/mops/#/web/t05st01,109,06,109/06/22,17:55:36,official_t05st01_announcement_timestamp_if_accepted,2020-06-22 17:55:36,"公告本公司決議除息基準日、發放日及轉換公司債停止
轉換期間等相關事宜",,,ok,"{""companyId"": ""3260"", ""enterDate"": ""1090622"", ""marketKind"": ""otc"", ""serialNumber"": ""1""}","1.董事會、股東會決議或公司決定日期:109/06/22 2.除權、息類別（請填入「除權」、「除息」或「除權息」）:除息 3.發放股利種類及金額:現金股利新台幣311,158,848元 4.除權（息）交易日:109/07/21 5.最後過戶日:109/07/22 6.停止過戶起始日期:109/07/23 7.停止過戶截止日期:109/07/27 8.除權（息）基準日:109/07/27 9.債券最後申請轉換日期:109/06/30 10.債券停止轉換起始日期:109/07/02 11.債券停止轉換截止日期:109/07/27 12.現金股利發放日期:109/08/11 13.其他應敘明事項: 股務代理機構:康和綜合證券(股)公司股務代理部 聯絡地址:台北市信義區基隆路一段176號B1 連絡電話:(02)8787-1888 ",cash_or_stock_distribution_candidate,,2020-07-21,2020-08-11,2020-07-27,2020-07-22,2020-07-23,2020-07-27,,,,,False,candidate_needs_core_review,0,False,False,False,False,False,False,False,True,False
3260,威剛,3260|ROC109|P1|C3.5|S0,False,mops_api_t05st01_and_t05st01_detail,https://mops.twse.com.tw/mops/#/web/t05st01,110,07,110/07/12,17:23:11,official_t05st01_announcement_timestamp_if_accepted,2021-07-12 17:23:11,"公告本公司決議除息基準日、發放日及轉換公司債停止
轉換期間等相關事宜",,,ok,"{""companyId"": ""3260"", ""enterDate"": ""1100712"", ""marketKind"": ""otc"", ""serialNumber"": ""3""}","1.董事會、股東會決議或公司決定日期:110/07/12 2.除權、息類別（請填入「除權」、「除息」或「除權息」）:除息 3.發放股利種類及金額:現金股利新台幣808,194,258元 4.除權（息）交易日:110/08/09 5.最後過戶日:110/08/10 6.停止過戶起始日期:110/08/11 7.停止過戶截止日期:110/08/15 8.除權（息）基準日:110/08/15 9.債券最後申請轉換日期:110/07/19 10.債券停止轉換起始日期:110/07/21 11.債券停止轉換截止日期:110/08/15 12.現金股利發放日期:110/08/31 13.其他應敘明事項: 股務代理機構:康和綜合證券(股)公司股務代理部 聯絡地址:台北市信義區基隆路一段176號B1 連絡電話:(02)8787-1888 ",cash_or_stock_distribution_candidate,,2021-08-09,2021-08-31,2021-08-15,2021-08-10,2021-08-11,2021-08-15,,,,,False,candidate_needs_core_review,0,False,False,False,False,False,False,False,True,False
3324,雙鴻,3324|ROC108|P1|C5|S0,False,mops_api_t05st01_and_t05st01_detail,https://mops.twse.com.tw/mops/#/web/t05st01,109,06,109/06/09,14:46:16,official_t05st01_announcement_timestamp_if_accepted,2020-06-09 14:46:16,公告本公司董事長訂定除息基準日事宜,,,ok,"{""companyId"": ""3324"", ""enterDate"": ""1090609"", ""marketKind"": ""otc"", ""serialNumber"": ""2""}","1.董事會、股東會決議或公司決定日期:109/06/09 2.除權、息類別（請填入「除權」、「除息」或「除權息」）:除息 3.發放股利種類及金額:普通股現金股利新台幣432,726,565元 4.除權（息）交易日:109/07/13 5.最後過戶日:109/07/14 6.停止過戶起始日期:109/07/15 7.停止過戶截止日期:109/07/19 8.除權（息）基準日:109/07/19 9.債券最後申請轉換日期:109/06/19 10.債券停止轉換起始日期:109/06/22 11.債券停止轉換截止日期:109/07/19 12.現金股利發放日期:109/08/14 13.其他應敘明事項: 本次除息如嗣後因股本變動影響流通在外股份數量，致配息率 因此發生變動時，股東會授權董事長依法調整之。 ",cash_or_stock_distribution_candidate,cash_amount_text_hit,2020-07-13,2020-08-14,2020-07-19,2020-07-14,2020-07-15,2020-07-19,,,,,True,accepted_exact_exdate_candidate,0,False,False,False,False,False,False,False,True,False
3324,雙鴻,3324|ROC109|P1|C5.5|S0,False,mops_api_t05st01_and_t05st01_detail,https://mops.twse.com.tw/mops/#/web/t05st01,110,07,110/07/20,18:22:49,official_t05st01_announcement_timestamp_if_accepted,2021-07-20 18:22:49,公告本公司董事長訂定除息基準日事宜,,,ok,"{""companyId"": ""3324"", ""enterDate"": ""1100720"", ""marketKind"": ""otc"", ""serialNumber"": ""10""}","1.董事會、股東會決議或公司決定日期:110/07/20 2.除權、息類別（請填入「除權」、「除息」或「除權息」）:除息 3.發放股利種類及金額:新臺幣482,130,506元 4.除權（息）交易日:110/08/17 5.最後過戶日:110/08/18 6.停止過戶起始日期:110/08/19 7.停止過戶截止日期:110/08/23 8.除權（息）基準日:110/08/23 9.債券最後申請轉換日期:110/07/27 10.債券停止轉換起始日期:110/07/29 11.債券停止轉換截止日期:110/08/23 12.現金股利發放日期:110/09/13 13.其他應敘明事項:本次除息如嗣後因股本變動影響流通在外股份數量，致配息率 因此發生變動時，股東會授權董事長依法調整之。 ",cash_or_stock_distribution_candidate,,2021-08-17,2021-09-13,2021-08-23,2021-08-18,2021-08-19,2021-08-23,,,,,False,candidate_needs_core_review,0,False,False,False,False,False,False,False,True,False
4971,IET-KY,4971|ROC108|P1|C1|S0,False,mops_api_t05st01_and_t05st01_detail,https://mops.twse.com.tw/mops/#/web/t05st01,109,07,109/07/15,15:49:44,official_t05st01_announcement_timestamp_if_accepted,2020-07-15 15:49:44,公告本公司決議訂定除息基準日,,,ok,"{""companyId"": ""4971"", ""enterDate"": ""1090715"", ""marketKind"": ""otc"", ""serialNumber"": ""1""}","1.董事會、股東會決議或公司決定日期:109/07/15 2.除權、息類別（請填入「除權」、「除息」或「除權息」）:除息 3.發放股利種類及金額:普通股發放現金股利新台幣36,535,543元，每股可配發 新台幣1.0元，期間因收回及註銷限制員工權利新股(15,000)及買回庫藏股 (513,000)共計528,000股不得參與除息，致可參與權利分派之流通在外普通股 股數為36,007,543股(截至2020年7月15日止股數)，故配息率調整為每股新台幣 1.01466359元。 4.除權（息）交易日:109/07/30 5.最後過戶日:109/07/31 6.停止過戶起始日期:109/08/01 7.停止過戶截止日期:109/08/05 8.除權（息）基準日:109/08/05 9.債券最後申請轉換日期:NA 10.債券停止轉換起始日期:NA 11.債券停止轉換截止日期:NA 12.現金股利發放日期:109/10/30 13.其他應敘明事項: (1)本公司為依據英屬開曼群島法律組織設立之公司，由於本公司於合併換股時80％ 以上之股份係由IET-US原股東所持有，根據美國聯邦所得稅之規定，本公司仍被視 為美國公司，因此本公司應依據美國聯邦所得稅原則計算之所得申報美國聯邦稅， 故分派股利予非美國籍股東時，須扣繳30％之美國聯邦所得稅，即股利自控股公司 匯出時，本公司應先代扣繳非美國籍投資人稅款；應扣繳的稅率依投資人的國籍及 申報抵扣的程序有所不同，最高應扣繳之稅率可達30%。 (2)本公司現金股利擬訂於2020年10月30日委由本公司股務代理機構發放，如因特殊 因素需調整發放日者，擬授權董事長全權處理之。 (3)現金股利發放至元為止(元以下不計)，其畸零款合計數計入本公司之其他收入， 匯費及郵資及支票處理費由股東自行負擔。 ",cash_or_stock_distribution_candidate,cash_amount_text_hit,2020-07-30,2020-10-30,2020-08-05,2020-07-31,2020-08-01,2020-08-05,,,,,True,accepted_exact_exdate_candidate,0,False,False,False,False,False,False,False,True,False
4971,IET-KY,4971|ROC109|P1|C1|S0,False,mops_api_t05st01_and_t05st01_detail,https://mops.twse.com.tw/mops/#/web/t05st01,110,07,110/07/12,15:36:56,official_t05st01_announcement_timestamp_if_accepted,2021-07-12 15:36:56,公告本公司決議訂定除息基準日,,,ok,"{""companyId"": ""4971"", ""enterDate"": ""1100712"", ""marketKind"": ""otc"", ""serialNumber"": ""1""}","1.董事會、股東會決議或公司決定日期:110/07/12 2.除權、息類別（請填入「除權」、「除息」或「除權息」）:除息 3.發放股利種類及金額:普通股發放現金股利新台幣36,005,143元，每股可配發 新台幣1.0元，期間因收回及註銷限制員工權利新股1,800股不得參與除息， 致可參與權利分派之流通在外普通股股數為36,003,343股(截至2021年7月12日 止股數)，故配息率調整為每股新台幣1.00004999元。 4.除權（息）交易日:110/07/29 5.最後過戶日:110/07/30 6.停止過戶起始日期:110/07/31 7.停止過戶截止日期:110/08/04 8.除權（息）基準日:110/08/04 9.債券最後申請轉換日期:NA 10.債券停止轉換起始日期:NA 11.債券停止轉換截止日期:NA 12.現金股利發放日期:110/10/29 13.其他應敘明事項: (1)本公司為依據英屬開曼群島法律組織設立之公司，由於本公司於合併換股時80％ 以上之股份係由IET-US原股東所持有，根據美國聯邦所得稅之規定，本公司仍被視 為美國公司，因此本公司應依據美國聯邦所得稅原則計算之所得申報美國聯邦稅， 故分派股利予非美國籍股東時，須扣繳30％之美國聯邦所得稅，即股利自控股公司 匯出時，本公司應先代扣繳非美國籍投資人稅款；應扣繳的稅率依投資人的國籍及 申報抵扣的程序有所不同，最高應扣繳之稅率可達30%。 (2)本公司現金股利擬訂於2021年10月29日委由本公司股務代理機構發放，如因特殊 因素需調整發放日者，擬授權董事長全權處理之。 (3)現金股利發放至元為止(元以下不計)，其畸零款合計數計入本公司之其他收入， 匯費及郵資及支票處理費由股東自行負擔。 ",cash_or_stock_distribution_candidate,cash_amount_text_hit,2021-07-29,2021-10-29,2021-08-04,2021-07-30,2021-07-31,2021-08-04,,,,,True,accepted_exact_exdate_candidate,0,False,False,False,False,False,False,False,True,False
