ticker,company_name,event_key,high_priority,source_route,source_url,query_year,query_month,announcement_date_roc,announcement_time,market_available_at_policy,market_available_at,subject,clause,fact_date,detail_status,detail_payload,detail_text_excerpt,event_type,amount_match_status,ex_date,payment_date,record_date,last_transfer_date,stop_transfer_start,stop_transfer_end,share_adjustment_effective_date,trading_resumption_date,cash_return,ratio_text,accepted_exact_exdate_candidate,acceptance_status,future_data_violation_count,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
1301,台塑,1301|ROC107|P1|C5.8|S0,False,mops_api_t05st01_and_t05st01_detail,https://mops.twse.com.tw/mops/#/web/t05st01,108,06,108/06/06,13:37:36,official_t05st01_announcement_timestamp_if_accepted,2019-06-06 13:37:36,公告本公司2019年5月合併營業額,,,ok,"{""companyId"": ""1301"", ""enterDate"": ""1080606"", ""marketKind"": ""sii"", ""serialNumber"": ""1""}","1.事實發生日:108/06/06 2.公司名稱:台灣塑膠工業股份有限公司 3.與公司關係(請輸入本公司或子公司):本公司 4.相互持股比例:不適用 5.發生緣由:公告本公司2019年5月合併營業額 6.因應措施:無 7.其他應敘明事項: 一、2019年5月合併營業額與2019年4月比較： 2019年5月合併營業額190億753萬元，和2019年4月比較，減少2億147萬元，衰退1％， 主要是銷售量差減少1.8億元，原因說明如下： 5月為PE薄膜料及EVA鞋材的傳統淡季，且AE配合客戶船期安排，延後出貨，加上中美貿 易談判惡化，市場轉趨保守觀望，因此2019年5月HDPE、EVA及AE銷售量，合計比4月減少 1.2萬噸。 二、2019年5月合併營業額與2018年5月比較： 2019年5月合併營業額190億753萬元，和2018年5月比較，減少33億5,370萬元，衰退15％ ，原因說明如下： 1.銷售量差減少18.9億元： A.受到近期中國大陸山西省氧化鋁廠發生環保問題，當地政府進行嚴格環保稽查，約有 年產能325萬噸氧化鋁廠暫時停產，加上華東地區液鹼下游也因環保檢查頻繁，開工率 降低，液鹼需求萎縮，因此2019年5月液鹼銷售量比去年同期減少3.3萬噸，影響營業額 減少5.9億元。 B.去年5月中國大陸AE同業密集歲修，年產能55萬噸，占亞洲產能9％，市場供應偏緊， 今年5月同業僅16萬噸歲修，占亞洲產能3％，加上受中美貿易戰影響，大部分產品需求 比去年差，因此2019年5月AE、PE、AN及NBA等產品銷售量，合計比去年同期減少3.7萬噸 ，影響營業額減少15.7億元。 2.銷售價差減少14.6億元： A.中國大陸對華北及華東地區加強環保稽核，造成液鹼下游客戶如氧化鋁及染整等工廠 停車或降產，液鹼需求減少，因此本公司2019年5月液鹼價格比去年同期下跌26％，影響 營業額減少5.5億元。 B.受中美貿易戰影響，全球景氣減緩，原物料價格走跌，且2019年5月杜拜原油及乙、丙 烯現貨平均價格，分別比去年同期低7％、24％及19％，因此本公司2019年5月PVC、PE、 M",unclassified_candidate,,,,,,,,,,,,False,non_matching_or_no_date_candidate,0,False,False,False,False,False,False,False,True,False
1301,台塑,1301|ROC107|P1|C5.8|S0,False,mops_api_t05st01_and_t05st01_detail,https://mops.twse.com.tw/mops/#/web/t05st01,108,06,108/06/10,16:35:48,official_t05st01_announcement_timestamp_if_accepted,2019-06-10 16:35:48,公告本公司取得其他固定資產,,,,,,unclassified_candidate,,,,,,,,,,,,False,non_matching_or_no_date_candidate,0,False,False,False,False,False,False,False,True,False
1301,台塑,1301|ROC107|P1|C5.8|S0,False,mops_api_t05st01_and_t05st01_detail,https://mops.twse.com.tw/mops/#/web/t05st01,108,06,108/06/11,16:17:42,official_t05st01_announcement_timestamp_if_accepted,2019-06-11 16:17:42,公告本公司108年股東常會重要決議事項,,,,,,unclassified_candidate,,,,,,,,,,,,False,non_matching_or_no_date_candidate,0,False,False,False,False,False,False,False,True,False
1301,台塑,1301|ROC107|P1|C5.8|S0,False,mops_api_t05st01_and_t05st01_detail,https://mops.twse.com.tw/mops/#/web/t05st01,108,06,108/06/11,16:18:16,official_t05st01_announcement_timestamp_if_accepted,2019-06-11 16:18:16,董事會決議股利配發基準日,,,ok,"{""companyId"": ""1301"", ""enterDate"": ""1080611"", ""marketKind"": ""sii"", ""serialNumber"": ""2""}",1.董事會、股東會決議或公司決定日期:108/06/11 2.除權、息類別（請填入「除權」、「除息」或「除權息」）:除息 3.發放股利種類及金額: 現金股利：每股分派新台幣5.8元。 4.除權（息）交易日:108/07/02 5.最後過戶日:108/07/03 6.停止過戶起始日期:108/07/04 7.停止過戶截止日期:108/07/08 8.除權（息）基準日:108/07/08 9.其他應敘明事項:現金股利發放日108/08/02 ,cash_or_stock_distribution_candidate,cash_amount_text_hit,2019-07-02,,2019-07-08,2019-07-03,2019-07-04,2019-07-08,,,,,True,accepted_exact_exdate_candidate,0,False,False,False,False,False,False,False,True,False
1301,台塑,1301|ROC107|P1|C5.8|S0,False,mops_api_t05st01_and_t05st01_detail,https://mops.twse.com.tw/mops/#/web/t05st01,108,06,108/06/11,16:26:31,official_t05st01_announcement_timestamp_if_accepted,2019-06-11 16:26:31,公告本公司取得銘安科技股份有限公司現金增資之股權,,,,,,unclassified_candidate,,,,,,,,,,,,False,non_matching_or_no_date_candidate,0,False,False,False,False,False,False,False,True,False
1301,台塑,1301|ROC107|P1|C5.8|S0,False,mops_api_t05st01_and_t05st01_detail,https://mops.twse.com.tw/mops/#/web/t05st01,108,07,108/07/08,16:13:45,official_t05st01_announcement_timestamp_if_accepted,2019-07-08 16:13:45,說明108年7月8日「台塑德州廠遭認定排放污染」相關報導,,,,,,unclassified_candidate,,,,,,,,,,,,False,non_matching_or_no_date_candidate,0,False,False,False,False,False,False,False,True,False
1301,台塑,1301|ROC107|P1|C5.8|S0,False,mops_api_t05st01_and_t05st01_detail,https://mops.twse.com.tw/mops/#/web/t05st01,108,07,108/07/10,14:00:40,official_t05st01_announcement_timestamp_if_accepted,2019-07-10 14:00:40,公告本公司2019年6月合併營業額,,,ok,"{""companyId"": ""1301"", ""enterDate"": ""1080710"", ""marketKind"": ""sii"", ""serialNumber"": ""1""}","1.事實發生日:108/07/10 2.公司名稱:台灣塑膠工業股份有限公司 3.與公司關係(請輸入本公司或子公司):本公司 4.相互持股比例:不適用 5.發生緣由:公告本公司2019年6月合併營業額 6.因應措施:無 7.其他應敘明事項: 一、2019年6月合併營業額與2019年5月比較： 2019年6月合併營業額183億5,274萬元，和2019年5月比較，減少6億5,478萬元，衰退 3.4％，原因說明如下： 1.銷售量差減少3.3億元： 因仁武VCM廠6/10~7/4歲修，PVC降量生產，因此2019年6月PVC銷售量比5月減少2萬噸， 影響營業額減少5.3億元。 2.銷售價差減少3.2億元： 美國對2,000億美元中國大陸輸美商品關稅由10％提高25％，且揚言再對3,000億美元 產品加徵關稅，市場氣氛更加悲觀，買氣轉弱，因此本公司2019年6月HDPE、AE及PP 價格比5月下跌，幅度介於2~7％，合計影響營業額減少2.5億元。 二、2019年6月合併營業額與2018年6月比較： 2019年6月合併營業額183億5,274萬元，和2018年6月比較，減少22億619萬元，衰退 10.7％，主要是銷售價差減少22.5億元，原因說明如下： 1.因全球經濟成長減緩，房市與車市景氣比去年差，國際鋁金屬價格下跌，加上山西 多家氧化鋁廠因環保稽查而關停，液鹼需求減少，因此本公司2019年6月液鹼價格比 去年同期下跌32％，影響營業額減少8億元。 2.受中美貿易戰及美元走強影響，原物料價格走跌，且2019年6月杜拜原油及乙、丙 烯現貨平均價格，分別比去年同期低16％、42％及17％，因此本公司2019年6月HDPE 、MMA、PP及AE等產品價格比去年同期下跌，幅度介於7~28％，合計影響營業額減少 10.1億元。 ",unclassified_candidate,,,,,,,,,,,,False,non_matching_or_no_date_candidate,0,False,False,False,False,False,False,False,True,False
1301,台塑,1301|ROC107|P1|C5.8|S0,False,mops_api_t05st01_and_t05st01_detail,https://mops.twse.com.tw/mops/#/web/t05st01,108,07,108/07/10,14:01:12,official_t05st01_announcement_timestamp_if_accepted,2019-07-10 14:01:12,公告本公司2019年第2季自結合併損益,,,ok,"{""companyId"": ""1301"", ""enterDate"": ""1080710"", ""marketKind"": ""sii"", ""serialNumber"": ""3""}","1.事實發生日:108/07/10 2.公司名稱:台灣塑膠工業股份有限公司 3.與公司關係(請輸入本公司或子公司):本公司 4.相互持股比例:不適用 5.發生緣由:公告本公司2019年第2季自結合併損益 6.因應措施:無 7.其他應敘明事項: 一、2019年第2季自結合併損益與2019年第1季比較： (一)2019年第2季合併營業額565億元，比上季增加35億元，成長6.7％，說明如下： 1.銷售量差方面，增加24.9億元： 今年第1季受農曆春節影響，需求減少，加上本公司有AN、MMA等6個廠安排歲修，而第2 季進入石化產品需求旺季，且僅有3個廠歲修，開工率93％高於第1季90％，因此第2季 PVC、AN、MMA、PP及SAP等產品銷售量，合計比第1季增加10.8萬噸。 2.銷售價差方面，增加10.6億元： 今年第1季多家AN同業異常故障，加上第2季進入密集歲修期，市場供應吃緊，另外，印 度國家標準局自4月起陸續核發液鹼進口許可證，日韓同業停止低價競銷，因此第2季AN 及液鹼價格，分別比第1季上漲29％及9％。 (二)2019年第2季合併稅前利益125億元，比上季增加32億元，成長34.7％，合併稅後利 益103億元，比上季增加22億元，成長27.2％，歸屬母公司每股稅後盈餘為1.63元，說 明如下： 1.第2季本業利益76億元，比上季增加23億元，成長44.6％，主要是液鹼、PE及AN等產 品，因價格上漲，且原料乙、丙烯成本下跌，利差擴大。 2.認列權益法投資收益36億元，比上季減少4億元，主要因： A.台塑石化公司：認列23億元，比上季減少4億元； B.台塑美國公司：認列10.7億元，比上季減少4.3億元，主要係第1季有認列保險理賠收 入7,500萬美元； C.麥寮汽電公司：認列3.2億元，比上季增加3.6億元。 3.第2季有現金股利收入12.3億元。 二、2019年上半年自結合併損益與2018年上半年比較： (一)2019年上半年合併營業額1,095億元，比去年同期減少70億元，衰退6.1％，說明如 下： 1.銷售價差方面，減少87.3億元： 因全球景氣成長趨緩，",cash_or_stock_distribution_candidate,,,,,,,,,,,,False,non_matching_or_no_date_candidate,0,False,False,False,False,False,False,False,True,False
1301,台塑,1301|ROC107|P1|C5.8|S0,False,mops_api_t05st01_and_t05st01_detail,https://mops.twse.com.tw/mops/#/web/t05st01,108,08,108/08/06,13:45:31,official_t05st01_announcement_timestamp_if_accepted,2019-08-06 13:45:31,公告本公司2019年7月合併營業額,,,ok,"{""companyId"": ""1301"", ""enterDate"": ""1080806"", ""marketKind"": ""sii"", ""serialNumber"": ""1""}","1.事實發生日:108/08/06 2.公司名稱:台灣塑膠工業股份有限公司 3.與公司關係(請輸入本公司或子公司):本公司 4.相互持股比例:不適用 5.發生緣由:公告本公司2019年7月合併營業額 6.因應措施:無 7.其他應敘明事項: 一、2019年7月合併營業額與2019年6月比較： 2019年7月合併營業額175億1,115萬元，和2019年6月比較，減少8億4,159萬元，衰退 4.6％，原因說明如下： 1.銷售價差減少6.2億元： 受全球景氣成長趨緩及中美貿易戰影響，液鹼、PE及AN下游如鋁業、紙業、化纖、印染 、農膜及ABS等需求不佳，因此本公司2019年7月液鹼、PE及AN價格比6月下跌，幅度介 於5~14％，合計影響營業額減少5.9億元。 2.銷售量差減少2.2億元： 因林園PP廠7月歲修，產銷量減少，因此2019年7月PP銷售量比6月減少0.9萬噸，影響 營業額減少3.3億元。 二、2019年7月合併營業額與2018年7月比較： 2019年7月合併營業額175億1,115萬元，和2018年7月比較，減少19億8,502萬元，衰退 10.2％，原因說明如下： 1.銷售價差減少29.9億元： A.因房市與車市景氣比去年差，導致液鹼下游如鋁金屬、紙業及紡織等產業需求減少， 因此本公司2019年7月液鹼價格比去年同期下跌36％，影響營業額減少8.9億元。 B.受中美貿易戰及美元走強影響，原物料價格走跌，加上同業新產能開出及異常停車已 復工，且2019年7月杜拜原油及乙、丙烯現貨平均價格，分別比去年同期低13％、41％ 及10％，因此本公司2019年7月PE、AN、MMA、PP及AE等產品價格比去年同期下跌，幅度 介於7~35％，合計影響營業額減少16.3億元。 2.銷售量差增加10.1億元： 因去年7月麥寮鹼廠歲修，產量減少，今年生產正常，加上今年7月乙烯成本比去年同期 大跌4成，HDPE積極爭取訂單，因此2019年7月液鹼及HDPE銷售量，分別比去年同期增加 4.3萬噸及1.7萬噸，合計影響營業額增加14.8億元。 ",unclassified_candidate,,,,,,,,,,,,False,non_matching_or_no_date_candidate,0,False,False,False,False,False,False,False,True,False
1301,台塑,1301|ROC107|P1|C5.8|S0,False,mops_api_t05st01_and_t05st01_detail,https://mops.twse.com.tw/mops/#/web/t05st01,108,08,108/08/07,16:53:30,official_t05st01_announcement_timestamp_if_accepted,2019-08-07 16:53:30,擬增加投資關係人台塑資源股份有限公司,,,,,,unclassified_candidate,,,,,,,,,,,,False,non_matching_or_no_date_candidate,0,False,False,False,False,False,False,False,True,False
