ticker,market,report_period,announcement_date,announcement_time,subject,period_hit,financial_hit,actual_report_or_board_approval_hit,premeeting_notice_excluded,strict_subject_policy_hit,detail_policy_hit,relaxed_subject_policy_hit,detail_payload,detail_status,detail_text_excerpt,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,not_live_rule,forward_returns_live_rule_usage
3008,TWSE,115Q1,115/04/20,16:56:28,公告本公司115年第1季合併財務報告,True,True,True,False,True,False,True,"{""enterDate"": ""1150420"", ""serialNumber"": ""10"", ""companyId"": ""3008"", ""marketKind"": ""sii""}",ok,"1.提報董事會或經董事會決議日期:115/04/20 2.審計委員會通過日期:115/04/20 3.財務報告或年度自結財務資訊報導期間 起訖日期(XXX/XX/XX~XXX/XX/XX):(115/01/01~115/03/31) 4.1月1日累計至本期止營業收入(仟元):15,544,079 5.1月1日累計至本期止營業毛利(毛損) (仟元):7,679,569 6.1月1日累計至本期止營業利益(損失) (仟元):5,812,218 7.1月1日累計至本期止稅前淨利(淨損) (仟元):7,287,959 8.1月1日累計至本期止本期淨利(淨損) (仟元):6,175,912 9.1月1日累",False,False,False,False,False,False,True,False
3008,TWSE,115Q1,115/04/20,16:57:32,本公司董事會決議註銷庫藏股辦理減資事宜,False,False,True,False,False,False,False,"{""enterDate"": ""1150420"", ""serialNumber"": ""2"", ""companyId"": ""3008"", ""marketKind"": ""sii""}",ok,"1.董事會決議日期:115/04/20 2.減資緣由:本公司第二次買回之庫藏股2,670,000股予以註銷。 3.減資金額:26,700,000元 4.消除股份:2,670,000股 5.減資比率:2% 6.減資後股本:1,307,981,970元 7.預定股東會日期:不適用 8.預計減資新股上市後之上市普通股股數:不適用 9.預計減資新股上市後之上市普通股股數占已發行普通股比率 （減資後上市普通股股數/減資後已發行普通股股數）:不適用 10.前二項預計減資後上巿普通股股數未達6000萬股且未達25%者， 請說明股權流通性偏低之因應措施:不適用 11.減資基準日:115/04/20 12.其他",False,False,False,False,False,False,True,False
3008,TWSE,115Q1,115/04/20,16:58:28,公告本公司董事會決議解除經理人競業行為之限制案,False,False,True,False,False,False,False,"{""enterDate"": ""1150420"", ""serialNumber"": ""3"", ""companyId"": ""3008"", ""marketKind"": ""sii""}",ok,1.董事會決議日:115/04/20 2.許可從事競業行為之經理人姓名及職稱: (1)林中適 副總經理 (2)王聲連 協理 (3)曹杏如 會計主管 3.許可從事競業行為之項目: (1)林中適/Largan Health Technology Inc. 董事 (2)王聲連/Largan Health Technology Inc. 董事、 大立健康美麗事業股份有限公司 法人董事代表人 (3)曹杏如/大立雲康科技股份有限公司 會計主管、 萊凌科技股份有限公司 法人董事代表人、 台灣應用晶體股份有限公司 法人董事代表人、 大立健康美麗事業股份有限公司 監察人、 萬溢能源材料股份有限公司 法人董事代表,False,False,False,False,False,False,True,False
3008,TWSE,115Q1,115/04/20,16:59:45,公告本公司董事會通過設立永續發展暨風險管理委員會,False,False,True,False,False,False,False,,,,False,False,False,False,False,False,True,False
3008,TWSE,115Q1,115/04/20,17:00:26,公告本公司董事會通過設立提名委員會,False,False,True,False,False,False,False,,,,False,False,False,False,False,False,True,False
3008,TWSE,115Q1,115/04/20,17:01:30,公告本公司董事會決議發行限制員工權利新股案,False,False,True,False,False,False,False,"{""enterDate"": ""1150420"", ""serialNumber"": ""12"", ""companyId"": ""3008"", ""marketKind"": ""sii""}",ok,"1.董事會決議日期:115/04/20 2.預計發行價格:本次為無償發行，發行價格0元 3.預計發行總額(股):普股通股共計700,000股 4.既得條件: 依本辦法所授予之限制員工權利新股，自授與日起至各 既得條件屆滿日仍在職，且屆滿日前一年度個人績效評定排名為該年度 前百分之五十，可分別達成既得條件之股份比例如下： (1)授與日後任職屆滿 1 年：既得比例為 20%。(無條件進位至股) (2)授與日後任職屆滿 2 年：既得比例為 20%。(無條件進位至股) (3)授與日後任職屆滿 3 年：既得比例為 20%。(無條件進位至股) (4)授與日後任職屆滿 4 年：既得比例為 20%。(無條件進",False,False,False,False,False,False,True,False
3008,TWSE,115Q1,115/04/20,17:02:22,補充公告本公司董事會決議115年股東常會召開有關事項,False,False,True,False,False,False,False,"{""enterDate"": ""1150420"", ""serialNumber"": ""7"", ""companyId"": ""3008"", ""marketKind"": ""sii""}",ok,"1.董事會決議日期：115/04/20 2.股東會召開日期：115/06/09 3.股東會召開地點：台中市烏日區成功西路300號(南山人壽保險股份有限公司教育訓練中心) 4.股東會召開方式(實體股東會/視訊輔助股東會/視訊股東會)：實體股東會 5.召集事由一：報告事項 (1)：一一一四年度營業報告書。 (2)：審計委員會查核報告書。 (3)：一一四年度董事及員工酬勞分配情形。 (4)：一一四年度盈餘分配現金股利情形。 (5)：本公司買回股份執行情形報告。 6.召集事由二：承認事項 (1)：一一四年度營業報告書及財務報表案。 (2)：一一四年度盈餘分配案。 7.召集事由",False,False,False,False,False,False,True,False
3008,TWSE,115Q1,115/04/20,17:03:12,"代重要子公司八方國際投資股份有限公司公告董事會
決議不分配114年度盈餘",False,False,True,False,False,False,False,"{""enterDate"": ""1150420"", ""serialNumber"": ""8"", ""companyId"": ""3008"", ""marketKind"": ""sii""}",ok,1.董事會決議日期:115/04/20 2.發放股利種類及金額:董事會決議不分配股利 3.其他應敘明事項:無 ,False,False,False,False,False,False,True,False
3008,TWSE,115Q1,115/04/20,17:04:00,"代重要子公司大根光學工業股份有限公司公告董事會
決議不分配114年度盈餘",False,False,True,False,False,False,False,"{""enterDate"": ""1150420"", ""serialNumber"": ""9"", ""companyId"": ""3008"", ""marketKind"": ""sii""}",ok,1.董事會決議日期:115/04/20 2.發放股利種類及金額:董事會決議不分配股利 3.其他應敘明事項:無 ,False,False,False,False,False,False,True,False
3008,TWSE,115Q1,115/04/20,17:05:08,公告本公司取得廠務工程及設備相關訊息,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,True,False
3008,TWSE,115Q1,115/05/05,15:25:13,公告本公司取得廠務工程及設備相關訊息,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,True,False
3008,TWSE,115Q1,115/05/13,15:45:13,本公司庫藏股註銷完成實收資本額變更登記事宜,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,True,False
3008,TWSE,115Q1,115/05/18,16:54:49,"係因本公司有價證券於集中交易市場達公布注意交易資訊標準
，故公布相關財務業務等重大訊息，以利投資人區別瞭解。",False,False,False,False,False,False,False,,,,False,False,False,False,False,False,True,False
3008,TWSE,115Q1,115/06/09,14:58:08,本公司115年股東常會重要議案公告,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,True,False
3008,TWSE,115Q1,115/06/15,14:24:12,公告本公司訂購機器設備相關訊息,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,True,False
3008,TWSE,115Q1,115/06/17,15:42:38,"係因本公司有價證券於集中交易市場達公布注意交易資訊標準
，故公布相關財務業務等重大訊息，以利投資人區別瞭解。",False,False,False,False,False,False,False,,,,False,False,False,False,False,False,True,False
3008,TWSE,115Q1,115/06/18,14:51:52,"代重要子公司Amtai International Ltd.公告
盈餘分派案",False,False,False,False,False,False,False,,,,False,False,False,False,False,False,True,False
3008,TWSE,115Q1,115/06/18,14:52:13,"代重要子公司Astro International Ltd.公告
盈餘分派案",False,False,False,False,False,False,False,,,,False,False,False,False,False,False,True,False
3008,TWSE,115Q1,115/06/18,14:52:31,"代重要子公司Largan (Hong Kong) Ltd.公告
盈餘分派案",False,False,False,False,False,False,False,,,,False,False,False,False,False,False,True,False
3008,TWSE,115Q1,115/06/18,14:52:50,"代重要子公司大根(東莞)光電有限公司公告
盈餘分派案",False,False,False,False,False,False,False,,,,False,False,False,False,False,False,True,False
3008,TWSE,115Q1,115/06/24,16:45:25,公告本公司取得不動產相關訊息,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,True,False
3008,TWSE,115Q1,115/07/01,14:36:01,本公司召開法人說明會事宜,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,True,False
3008,TWSE,114Q4,115/01/12,17:23:53,公告本公司買回股份金額達新台幣三億元以上,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,True,False
3008,TWSE,114Q4,115/01/13,16:27:11,公告本公司買回股份金額達新台幣三億元以上,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,True,False
3008,TWSE,114Q4,115/01/14,15:53:45,公告本公司買回股份金額達新台幣三億元以上,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,True,False
3008,TWSE,114Q4,115/01/16,17:06:06,公告本公司買回股份金額達新台幣三億元以上,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,True,False
3008,TWSE,114Q4,115/01/20,17:02:17,公告本公司買回股份金額達新台幣三億元以上,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,True,False
3008,TWSE,114Q4,115/01/22,14:23:45,公告本公司買回股份金額達新台幣三億元以上,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,True,False
3008,TWSE,114Q4,115/01/26,16:06:52,公告本公司買回股份金額達新台幣三億元以上,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,True,False
3008,TWSE,114Q4,115/01/27,14:22:09,公告本公司買回股份金額達新台幣三億元以上,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,True,False
3008,TWSE,114Q4,115/01/28,15:16:05,公告本公司買回股份金額達新台幣三億元以上,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,True,False
3008,TWSE,114Q4,115/01/29,15:21:42,公告本公司買回股份金額達新台幣三億元以上,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,True,False
3008,TWSE,114Q4,115/01/30,14:40:08,公告本公司買回股份金額達新台幣三億元以上,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,True,False
3008,TWSE,114Q4,115/02/02,15:46:40,公告本公司買回股份金額達新台幣三億元以上,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,True,False
3008,TWSE,114Q4,115/02/02,15:47:31,公告本公司買回庫藏股執行完畢,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,True,False
3008,TWSE,114Q4,115/02/11,14:30:11,公告本公司114年第4季合併財務報告董事會召開日期,True,True,True,True,False,False,True,"{""enterDate"": ""1150211"", ""serialNumber"": ""1"", ""companyId"": ""3008"", ""marketKind"": ""sii""}",ok,1.董事會召集通知日:115/02/11 2.董事會預計召開日期:115/02/24 3.預計提報董事會或經董事會決議之財務報告或 年度自結財務資訊年季:114年第4季合併財務報告 4.其他應敘明事項:無 ,False,False,False,False,False,False,True,False
3008,TWSE,114Q4,115/02/24,15:53:27,公告本公司董事會決議115年股東常會召開有關事項,False,False,True,False,False,False,False,"{""enterDate"": ""1150224"", ""serialNumber"": ""1"", ""companyId"": ""3008"", ""marketKind"": ""sii""}",ok,"1.董事會決議日期：115/02/24 2.股東會召開日期：115/06/09 3.股東會召開地點：台中市烏日區成功西路300號(南山人壽保險股份有限公司教育訓練中心) 4.股東會召開方式(實體股東會/視訊輔助股東會/視訊股東會)：實體股東會 5.召集事由一：報告事項 (1)：一一一四年度營業報告書。 (2)：審計委員會查核報告書。 (3)：一一四年度董事及員工酬勞分配情形。 (4)：一一四年度盈餘分配現金股利情形。 (5)：本公司買回股份執行情形報告。 6.召集事由二：承認事項 (1)：一一四年度營業報告書及財務報表案。 (2)：一一四年度盈餘分配案。 7.臨時動議",False,False,False,False,False,False,True,False
3008,TWSE,114Q4,115/02/24,15:54:12,公告本公司114年第4季合併財務報告,True,True,True,False,True,False,True,"{""enterDate"": ""1150224"", ""serialNumber"": ""2"", ""companyId"": ""3008"", ""marketKind"": ""sii""}",ok,"1.提報董事會或經董事會決議日期:115/02/24 2.審計委員會通過日期:115/02/24 3.財務報告或年度自結財務資訊報導期間 起訖日期(XXX/XX/XX~XXX/XX/XX):(114/01/01~114/12/31) 4.1月1日累計至本期止營業收入(仟元):61,147,888 5.1月1日累計至本期止營業毛利(毛損) (仟元):30,837,054 6.1月1日累計至本期止營業利益(損失) (仟元):23,558,264 7.1月1日累計至本期止稅前淨利(淨損) (仟元):25,900,210 8.1月1日累計至本期止本期淨利(淨損) (仟元):21,560,257 9.1",False,False,False,False,False,False,True,False
3008,TWSE,114Q4,115/02/24,15:54:56,董事會決議股利分派,False,False,True,False,False,False,False,"{""enterDate"": ""1150224"", ""serialNumber"": ""4"", ""companyId"": ""3008"", ""marketKind"": ""sii""}",ok,"1. 董事會決議日期：115/02/24 2. 股利所屬年(季)度：114年 下半年 3. 股利所屬期間：114/07/01 至 114/12/31 4. 股東配發內容： 　(1)盈餘分配之現金股利(元/股)：52.00000000 　(2)法定盈餘公積發放之現金(元/股)：0 　(3)資本公積發放之現金(元/股)：0 　(4)股東配發之現金(股利)總金額(元)：6,801,506,244 　(5)盈餘轉增資配股(元/股)：0 　(6)法定盈餘公積轉增資配股(元/股)：0 　(7)資本公積轉增資配股(元/股)：0 　(8)股東配股總股數(股)：0 5. 其他應敘明事項：",False,False,False,False,False,False,True,False
3008,TWSE,114Q4,115/02/24,15:55:36,本公司訂定114年下半年度之現金股利除息基準日,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,True,False
3008,TWSE,114Q4,115/03/09,15:49:52,公告本公司受邀參加摩根大通證券舉辦之法人說明會,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,True,False
3008,TWSE,114Q4,115/04/08,15:22:30,本公司召開法人說明會事宜,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,True,False
3008,TWSE,114Q4,115/04/10,15:44:06,公告本公司115年第1季合併財務報告董事會召開日期,False,True,True,True,False,False,False,,,,False,False,False,False,False,False,True,False
3008,TWSE,114Q4,115/04/20,16:56:28,公告本公司115年第1季合併財務報告,False,True,True,False,False,False,False,,,,False,False,False,False,False,False,True,False
3008,TWSE,114Q4,115/04/20,16:57:32,本公司董事會決議註銷庫藏股辦理減資事宜,False,False,True,False,False,False,False,"{""enterDate"": ""1150420"", ""serialNumber"": ""2"", ""companyId"": ""3008"", ""marketKind"": ""sii""}",ok,"1.董事會決議日期:115/04/20 2.減資緣由:本公司第二次買回之庫藏股2,670,000股予以註銷。 3.減資金額:26,700,000元 4.消除股份:2,670,000股 5.減資比率:2% 6.減資後股本:1,307,981,970元 7.預定股東會日期:不適用 8.預計減資新股上市後之上市普通股股數:不適用 9.預計減資新股上市後之上市普通股股數占已發行普通股比率 （減資後上市普通股股數/減資後已發行普通股股數）:不適用 10.前二項預計減資後上巿普通股股數未達6000萬股且未達25%者， 請說明股權流通性偏低之因應措施:不適用 11.減資基準日:115/04/20 12.其他",False,False,False,False,False,False,True,False
3008,TWSE,114Q4,115/04/20,16:58:28,公告本公司董事會決議解除經理人競業行為之限制案,False,False,True,False,False,False,False,"{""enterDate"": ""1150420"", ""serialNumber"": ""3"", ""companyId"": ""3008"", ""marketKind"": ""sii""}",ok,1.董事會決議日:115/04/20 2.許可從事競業行為之經理人姓名及職稱: (1)林中適 副總經理 (2)王聲連 協理 (3)曹杏如 會計主管 3.許可從事競業行為之項目: (1)林中適/Largan Health Technology Inc. 董事 (2)王聲連/Largan Health Technology Inc. 董事、 大立健康美麗事業股份有限公司 法人董事代表人 (3)曹杏如/大立雲康科技股份有限公司 會計主管、 萊凌科技股份有限公司 法人董事代表人、 台灣應用晶體股份有限公司 法人董事代表人、 大立健康美麗事業股份有限公司 監察人、 萬溢能源材料股份有限公司 法人董事代表,False,False,False,False,False,False,True,False
3008,TWSE,114Q4,115/04/20,16:59:45,公告本公司董事會通過設立永續發展暨風險管理委員會,False,False,True,False,False,False,False,,,,False,False,False,False,False,False,True,False
3008,TWSE,114Q4,115/04/20,17:00:26,公告本公司董事會通過設立提名委員會,False,False,True,False,False,False,False,,,,False,False,False,False,False,False,True,False
3008,TWSE,114Q4,115/04/20,17:01:30,公告本公司董事會決議發行限制員工權利新股案,False,False,True,False,False,False,False,"{""enterDate"": ""1150420"", ""serialNumber"": ""12"", ""companyId"": ""3008"", ""marketKind"": ""sii""}",ok,"1.董事會決議日期:115/04/20 2.預計發行價格:本次為無償發行，發行價格0元 3.預計發行總額(股):普股通股共計700,000股 4.既得條件: 依本辦法所授予之限制員工權利新股，自授與日起至各 既得條件屆滿日仍在職，且屆滿日前一年度個人績效評定排名為該年度 前百分之五十，可分別達成既得條件之股份比例如下： (1)授與日後任職屆滿 1 年：既得比例為 20%。(無條件進位至股) (2)授與日後任職屆滿 2 年：既得比例為 20%。(無條件進位至股) (3)授與日後任職屆滿 3 年：既得比例為 20%。(無條件進位至股) (4)授與日後任職屆滿 4 年：既得比例為 20%。(無條件進",False,False,False,False,False,False,True,False
3008,TWSE,114Q4,115/04/20,17:02:22,補充公告本公司董事會決議115年股東常會召開有關事項,False,False,True,False,False,False,False,"{""enterDate"": ""1150420"", ""serialNumber"": ""7"", ""companyId"": ""3008"", ""marketKind"": ""sii""}",ok,"1.董事會決議日期：115/04/20 2.股東會召開日期：115/06/09 3.股東會召開地點：台中市烏日區成功西路300號(南山人壽保險股份有限公司教育訓練中心) 4.股東會召開方式(實體股東會/視訊輔助股東會/視訊股東會)：實體股東會 5.召集事由一：報告事項 (1)：一一一四年度營業報告書。 (2)：審計委員會查核報告書。 (3)：一一四年度董事及員工酬勞分配情形。 (4)：一一四年度盈餘分配現金股利情形。 (5)：本公司買回股份執行情形報告。 6.召集事由二：承認事項 (1)：一一四年度營業報告書及財務報表案。 (2)：一一四年度盈餘分配案。 7.召集事由",False,False,False,False,False,False,True,False
3008,TWSE,114Q4,115/04/20,17:03:12,"代重要子公司八方國際投資股份有限公司公告董事會
決議不分配114年度盈餘",True,False,True,False,False,False,False,"{""enterDate"": ""1150420"", ""serialNumber"": ""8"", ""companyId"": ""3008"", ""marketKind"": ""sii""}",ok,1.董事會決議日期:115/04/20 2.發放股利種類及金額:董事會決議不分配股利 3.其他應敘明事項:無 ,False,False,False,False,False,False,True,False
3008,TWSE,114Q4,115/04/20,17:04:00,"代重要子公司大根光學工業股份有限公司公告董事會
決議不分配114年度盈餘",True,False,True,False,False,False,False,"{""enterDate"": ""1150420"", ""serialNumber"": ""9"", ""companyId"": ""3008"", ""marketKind"": ""sii""}",ok,1.董事會決議日期:115/04/20 2.發放股利種類及金額:董事會決議不分配股利 3.其他應敘明事項:無 ,False,False,False,False,False,False,True,False
3008,TWSE,114Q4,115/04/20,17:05:08,公告本公司取得廠務工程及設備相關訊息,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,True,False
3008,TWSE,114Q4,115/05/05,15:25:13,公告本公司取得廠務工程及設備相關訊息,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,True,False
3008,TWSE,114Q4,115/05/13,15:45:13,本公司庫藏股註銷完成實收資本額變更登記事宜,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,True,False
3008,TWSE,114Q4,115/05/18,16:54:49,"係因本公司有價證券於集中交易市場達公布注意交易資訊標準
，故公布相關財務業務等重大訊息，以利投資人區別瞭解。",False,False,False,False,False,False,False,,,,False,False,False,False,False,False,True,False
3008,TWSE,114Q4,115/06/09,14:58:08,本公司115年股東常會重要議案公告,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,True,False
3008,TWSE,114Q4,115/06/15,14:24:12,公告本公司訂購機器設備相關訊息,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,True,False
3008,TWSE,114Q4,115/06/17,15:42:38,"係因本公司有價證券於集中交易市場達公布注意交易資訊標準
，故公布相關財務業務等重大訊息，以利投資人區別瞭解。",False,False,False,False,False,False,False,,,,False,False,False,False,False,False,True,False
3008,TWSE,114Q4,115/06/18,14:51:52,"代重要子公司Amtai International Ltd.公告
盈餘分派案",False,False,False,False,False,False,False,,,,False,False,False,False,False,False,True,False
3008,TWSE,114Q4,115/06/18,14:52:13,"代重要子公司Astro International Ltd.公告
盈餘分派案",False,False,False,False,False,False,False,,,,False,False,False,False,False,False,True,False
3008,TWSE,114Q4,115/06/18,14:52:31,"代重要子公司Largan (Hong Kong) Ltd.公告
盈餘分派案",False,False,False,False,False,False,False,,,,False,False,False,False,False,False,True,False
3008,TWSE,114Q4,115/06/18,14:52:50,"代重要子公司大根(東莞)光電有限公司公告
盈餘分派案",False,False,False,False,False,False,False,,,,False,False,False,False,False,False,True,False
3008,TWSE,114Q4,115/06/24,16:45:25,公告本公司取得不動產相關訊息,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,True,False
3008,TWSE,114Q4,115/07/01,14:36:01,本公司召開法人說明會事宜,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,True,False
3008,TWSE,114Q4,114/01/02,13:57:52,大立光電澄清媒體報導,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,True,False
3008,TWSE,114Q4,114/02/14,15:16:49,公告本公司113年第4季合併財務報告董事會召開日期,False,True,False,True,False,False,False,,,,False,False,False,False,False,False,True,False
3008,TWSE,114Q4,114/02/14,15:17:39,公告本公司受邀參加摩根大通證券舉辦之法人說明會,False,False,False,False,False,False,False,,,,False,False,False,False,False,False,True,False
3008,TWSE,114Q4,114/02/24,16:10:18,公告本公司董事會決議114年股東常會召開有關事項,False,False,True,False,False,False,False,"{""enterDate"": ""1140224"", ""serialNumber"": ""1"", ""companyId"": ""3008"", ""marketKind"": ""sii""}",ok,1.董事會決議日期:114/02/24 2.股東會召開日期:114/06/06 3.股東會召開地點:台中市烏日區成功西路300號 (南山人壽保險股份有限公司教育訓練中心) 4.股東會召開方式(實體股東會/視訊輔助股東會/視訊股東會 ，請擇一輸入):實體股東會 5.召集事由一、報告事項: （1）一一三年度營業報告書。 （2）審計委員會查核報告書。 （3）一一三年度員工及董事酬勞分派情形。 （4）一一三年度盈餘分配現金股利情形。 6.召集事由二、承認事項: （1）一一三年度營業報告書及財務報表案。 （2）一一三年度盈餘分配案。 7.召集事由三、討論事項: （1）修訂「公司章程」部份條文案。 8.召,False,False,False,False,False,False,True,False
3008,TWSE,114Q4,114/02/24,16:11:35,公告本公司113年第4季合併財務報告,False,True,False,False,False,False,False,,,,False,False,False,False,False,False,True,False
