source_path,bytes,header_status,raw_rows_reused,adjusted_rows_reused,schema_issue,sha256
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_0050_pit_missing_price_coverage_4tickers_20260629\cache_compatible\3474_TW.csv,24234,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_0050_pit_missing_price_coverage_4tickers_20260629\cache_compatible\2823_TW.csv,46920,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_0050_pit_missing_price_coverage_4tickers_20260629\corporate_action_mapping.csv,450,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_0050_pit_missing_price_coverage_4tickers_20260629\cache_compatible_files_manifest.csv,1864,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_0050_pit_missing_price_coverage_4tickers_20260629\completed.csv,1025,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_0050_pit_missing_price_coverage_4tickers_20260629\cache_compatible\2888_TW.csv,11326,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_0050_pit_missing_price_coverage_4tickers_20260629\cache_compatible\2311_TW.csv,42013,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_0050_pit_missing_price_coverage_4tickers_20260629\coverage_by_ticker.csv,1308,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_0050_pit_missing_price_coverage_4tickers_20260629\failed.csv,120,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_0050_pit_missing_price_coverage_4tickers_20260629\run_log.csv,438,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_0050_pit_missing_price_coverage_4tickers_20260629\failed_tickers.csv,101,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_0050_pit_missing_price_coverage_4tickers_20260629\source_quality_decision.csv,268,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_0050_pit_missing_price_coverage_4tickers_20260629\source_attempts.csv,77540,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_0050_pit_missing_price_coverage_4tickers_20260629\raw_source_archive_manifest.csv,89573,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_pullback_case_price_cache_refresh_20260704\completed.csv,200,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_pullback_case_price_cache_refresh_20260704\failed.csv,31,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_pullback_case_price_cache_refresh_20260704\future_data_audit.csv,428,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_pullback_case_price_cache_refresh_20260704\future_data_violation_audit.csv,428,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_pullback_case_price_cache_refresh_20260704\cache_compatible\00631L_TW.csv,1003,valid_schema_no_required_keys,0,0,,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_pullback_case_price_cache_refresh_20260704\cache_compatible\2308_TW.csv,977,valid_schema_no_required_keys,0,0,,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_pullback_case_price_cache_refresh_20260704\raw_source_archive_manifest.csv,1779,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_pullback_case_price_cache_refresh_20260704\refreshed_price_cache_manifest.csv,1380,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_pullback_case_price_cache_refresh_20260704\price_rows.csv,4135,valid_schema_no_required_keys,0,0,,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_pullback_case_price_cache_refresh_20260704\source_request_attempts.csv,1891,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_pullback_case_price_cache_refresh_20260704\run_log.csv,198,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_pullback_case_price_cache_refresh_20260704\requested_tickers.csv,300,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_pullback_case_price_cache_refresh_20260704\ticker_coverage_summary.csv,853,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_pullback_case_price_cache_refresh_20260704\cache_compatible\2317_TW.csv,958,valid_schema_no_required_keys,0,0,,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_pullback_case_price_cache_refresh_20260704\cache_compatible\0050_TW.csv,979,valid_schema_no_required_keys,0,0,,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_pullback_case_price_cache_refresh_20260704\completed_price_rows.csv,4135,valid_schema_no_required_keys,0,0,,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_pullback_case_price_cache_refresh_20260704\cache_compatible\6669_TW.csv,966,valid_schema_no_required_keys,0,0,,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_0050_pit_missing_price_coverage_4tickers_20260629\price_candidate_rows.csv,702246,valid_schema_no_required_keys,0,0,,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_pool1b_price_cache_repair_20260704\cache_compatible\1560_TW.csv,167734,valid_schema_no_required_keys,0,0,,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_pool1b_price_cache_repair_20260704\cache_compatible\3037_TW.csv,168638,valid_schema_no_required_keys,0,0,,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_pool1b_price_cache_repair_20260704\cache_compatible\2449_TW.csv,171399,valid_schema_no_required_keys,0,0,,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_pool1b_price_cache_repair_20260704\cache_compatible\3324_TW.csv,159785,valid_schema_no_required_keys,0,0,,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_pool1b_price_cache_repair_20260704\cache_compatible\3035_TW.csv,168007,valid_schema_no_required_keys,0,0,,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_pool1b_price_cache_repair_20260704\cache_compatible\3044_TW.csv,167757,valid_schema_no_required_keys,0,0,,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_pool1b_price_cache_repair_20260704\cache_compatible\3443_TW.csv,170446,valid_schema_no_required_keys,0,0,,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_pool1b_price_cache_repair_20260704\cache_compatible\3189_TW.csv,167155,valid_schema_no_required_keys,0,0,,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_pool1b_price_cache_repair_20260704\cache_compatible\3533_TW.csv,170038,valid_schema_no_required_keys,0,0,,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_pool1b_price_cache_repair_20260704\cache_compatible\3583_TW.csv,167627,valid_schema_no_required_keys,0,0,,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_pool1b_price_cache_repair_20260704\cache_compatible\6213_TW.csv,166672,valid_schema_no_required_keys,0,0,,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_pool1b_price_cache_repair_20260704\cache_compatible\6442_TW.csv,168302,valid_schema_no_required_keys,0,0,,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_pool1b_price_cache_repair_20260704\cache_compatible\6285_TW.csv,167797,valid_schema_no_required_keys,0,0,,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_pool1b_price_cache_repair_20260704\cache_compatible\3665_TW.csv,170309,valid_schema_no_required_keys,0,0,,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_pool1b_price_cache_repair_20260704\cache_compatible\6488_TWO.csv,161497,valid_schema_no_required_keys,0,0,,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_pool1b_price_cache_repair_20260704\cache_compatible_files_manifest.csv,6753,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_pool1b_price_cache_repair_20260704\completed.csv,686,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_pool1b_price_cache_repair_20260704\completed_price_rows_manifest.csv,6753,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_pool1b_price_cache_repair_20260704\coverage_by_ticker.csv,3299,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_pool1b_price_cache_repair_20260704\failed.csv,25,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_pool1b_price_cache_repair_20260704\failed_tickers.csv,89,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_pool1b_price_cache_repair_20260704\cache_compatible\6412_TW.csv,166150,valid_schema_no_required_keys,0,0,,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_pool1b_price_cache_repair_20260704\future_data_violation_audit.csv,336,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_pool1b_price_cache_repair_20260704\pool1b_price_blockers.csv,89,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_pool1b_price_cache_repair_20260704\raw_source_archive_manifest.csv,46429,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_pool1b_price_cache_repair_20260704\pool1b_price_coverage_by_ticker.csv,3299,schema_not_price_rows,0,0,missing ticker/date/value columns,
