capture_id,page_url,method,url,status,http_status,content_type,request_headers,post_body,response_path,response_sha256,date_field_detected,holdings_date,row_count,api_family,error
yuanta_live_0,https://www.yuantaetfs.com/product/detail/0050/ratio,GET,https://www.yuantaetfs.com/product/detail/0050/ratio,http_ok,200,text/html; charset=utf-8,"{""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/149.0.0.0 Safari/537.36""}",,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_browser_network_capture_phase7_201411_202312_20260629\raw_sources\yuanta_live_0_54.html,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,,0,other,
yuanta_live_0,https://www.yuantaetfs.com/product/detail/0050/ratio,POST,https://analytics.google.com/g/collect?v=2&tid=G-BPBFF9DK00&gtm=45je66o1v9103244172z89103227232za20gzb9103227232zd9103227232&_p=1782725044184&_gaz=1&gcd=13l3l3l3l1l1&npa=0&dma=0&_eu=AAAAAGAC&are=1&cid=1789609142.1782725045&frm=0&pscdl=noapi&rcb=11&sr=800x600&uaa=x86&uab=64&uafvl=Google%2520Chrome%3B149.0.7827.197%7CChromium%3B149.0.7827.197%7CNot)A%253BBrand%3B24.0.0.0&uam=&uamb=0&uap=Windows&uapv=19.0.0&uaw=0&ul=zh-tw&gaf=2&_s=1&tag_exp=115616985~115938466~115938468~119027224~119348850~119576891~119576895&sid=1782725044&sct=1&seg=0&dl=https%3A%2F%2Fwww.yuantaetfs.com%2Fproduct%2Fdetail%2F0050%2Fratio&dt=(0050)%E5%85%83%E5%A4%A7%E5%8F%B0%E7%81%A3%E5%8D%93%E8%B6%8A50%E8%AD%89%E5%88%B8%E6%8A%95%E8%B3%87%E4%BF%A1%E8%A8%97%E5%9F%BA%E9%87%91%20-%20%E6%8C%81%E8%82%A1%E6%AF%94%E9%87%8D%20%7C%20%E5%85%83%E5%A4%A7%E6%8A%95%E4%BF%A1%20YuantaETFs&en=page_view&_fv=1&_nsi=1&_ss=1&tfd=1526,http_ok,204,text/plain,"{""referer"": """", ""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/149.0.0.0 Safari/537.36""}",,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_browser_network_capture_phase7_201411_202312_20260629\raw_sources\yuanta_live_0_55.html,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,,0,other,
yuanta_live_0,https://www.yuantaetfs.com/product/detail/0050/ratio,POST,https://www.google-analytics.com/j/collect?v=1&_v=j102&a=1167383389&t=pageview&_s=1&dl=https%3A%2F%2Fwww.yuantaetfs.com%2Fproduct%2Fdetail%2F0050%2Fratio&dp=%2Fproduct%2Fdetail%2F0050%2Fratio&ul=zh-tw&dt=(0050)%E5%85%83%E5%A4%A7%E5%8F%B0%E7%81%A3%E5%8D%93%E8%B6%8A50%E8%AD%89%E5%88%B8%E6%8A%95%E8%B3%87%E4%BF%A1%E8%A8%97%E5%9F%BA%E9%87%91%20-%20%E6%8C%81%E8%82%A1%E6%AF%94%E9%87%8D%20%7C%20%E5%85%83%E5%A4%A7%E6%8A%95%E4%BF%A1%20YuantaETFs&sr=800x600&vp=747x484&_u=aADAAEABEAAAACgCI~&jid=1419745973&gjid=1768300602&cid=1789609142.1782725045&tid=UA-53596862-2&_gid=290633728.1782725045&_r=1&_slc=1&z=1627863352,http_ok,200,text/plain,"{""referer"": """", ""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/149.0.0.0 Safari/537.36"", ""content-type"": ""text/plain""}",,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_browser_network_capture_phase7_201411_202312_20260629\raw_sources\yuanta_live_0_56.html,ba50c5dc38a3e7bed57821a33e14ce1aa44c1c410078a4dfcba657c5b96d4633,,,0,other,
yuanta_live_0,https://www.yuantaetfs.com/product/detail/0050/ratio,GET,https://tr.line.me/tag.gif?b_id=35a7c532-17db-45a1-b65d-c4e86a1084eb&b_u=https%3A%2F%2Fwww.yuantaetfs.com%2Fproduct%2Fdetail%2F0050%2Fratio&b_d=www.yuantaetfs.com&b_p=%2Fproduct%2Fdetail%2F0050%2Fratio&b_t=(0050)%E5%85%83%E5%A4%A7%E5%8F%B0%E7%81%A3%E5%8D%93%E8%B6%8A50%E8%AD%89%E5%88%B8%E6%8A%95%E8%B3%87%E4%BF%A1%E8%A8%97%E5%9F%BA%E9%87%91%20-%20%E6%8C%81%E8%82%A1%E6%AF%94%E9%87%8D%20%7C%20%E5%85%83%E5%A4%A7%E6%8A%95%E4%BF%A1%20YuantaETFs&c_t=lap&t_id=84932248-a9f6-4444-b769-79fe0f259e18&s_id=c1dfd641-87f2f3a6&x4=100&e=pv&v=3.6.0&_t=1782725044580,http_ok,200,image/gif,"{""referer"": """", ""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/149.0.0.0 Safari/537.36""}",,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_browser_network_capture_phase7_201411_202312_20260629\raw_sources\yuanta_live_0_57.html,cf4724b2f736ed1a0ae6bc28f1ead963d9cd2c1fd87b6ef32e7799fc1c5c8bda,,,0,other,
yuanta_live_0,https://www.yuantaetfs.com/product/detail/0050/ratio,GET,https://etfapi.yuantaetfs.com/ectranslation/api/trans?APIType=ETFBackstage&CompanyName=YUANTAFUNDS&PageName=%2Fproduct%2Fdetail%2F0050%2Fratio&DeviceId=a4745e7e-7f6b-4ce0-a71c-cb13fd6ab1e2&FuncId=ETFService%2FGetContact&AppName=ETF&Device=4&Platform=ETF,http_ok,200,application/json; charset=utf-8,"{""referer"": """", ""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/149.0.0.0 Safari/537.36"", ""accept"": ""application/json, text/plain, */*""}",,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_browser_network_capture_phase7_201411_202312_20260629\raw_sources\yuanta_live_0_58.json,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,,0,api_trans,
yuanta_live_0,https://www.yuantaetfs.com/product/detail/0050/ratio,GET,https://etfapi.yuantaetfs.com/ectranslation/api/trans?APIType=EC2API&CompanyName=YUANTAFUNDS&PageName=%2Fproduct%2Fdetail%2F0050%2Fratio&DeviceId=a4745e7e-7f6b-4ce0-a71c-cb13fd6ab1e2&FuncId=PageWarningMsg&AppName=ETF&Device=4&Platform=ETF&MsgId=%E8%93%8B%E7%89%88%E5%85%AC%E5%91%8A,http_ok,200,application/json; charset=utf-8,"{""referer"": """", ""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/149.0.0.0 Safari/537.36"", ""accept"": ""application/json, text/plain, */*""}",,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_browser_network_capture_phase7_201411_202312_20260629\raw_sources\yuanta_live_0_59.json,c4492c0111efc881945bc185dff1cfb200a81f130761ff9181af8a3deeb3e1b6,,,1,api_trans,
yuanta_live_0,https://www.yuantaetfs.com/product/detail/0050/ratio,GET,https://etfapi.yuantaetfs.com/ectranslation/api/trans?APIType=ETFBackstage&CompanyName=YUANTAFUNDS&PageName=%2Fproduct%2Fdetail%2F0050%2Fratio&DeviceId=a4745e7e-7f6b-4ce0-a71c-cb13fd6ab1e2&FuncId=ETFService%2FGetService&AppName=ETF&Device=4&Platform=ETF,http_ok,200,application/json; charset=utf-8,"{""referer"": """", ""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/149.0.0.0 Safari/537.36"", ""accept"": ""application/json, text/plain, */*""}",,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_browser_network_capture_phase7_201411_202312_20260629\raw_sources\yuanta_live_0_60.json,14202e59e79f075a13d85d6aa4c1b61599b6762736146250fe2c59e2561f8f69,,,1,api_trans,
yuanta_live_0,https://www.yuantaetfs.com/product/detail/0050/ratio,GET,https://tr.line.me/tag.gif?b_id=35a7c532-17db-45a1-b65d-c4e86a1084eb&b_u=https%3A%2F%2Fwww.yuantaetfs.com%2Fproduct%2Fdetail%2F0050%2Fratio&b_d=www.yuantaetfs.com&b_p=%2Fproduct%2Fdetail%2F0050%2Fratio&b_t=(0050)%E5%85%83%E5%A4%A7%E5%8F%B0%E7%81%A3%E5%8D%93%E8%B6%8A50%E8%AD%89%E5%88%B8%E6%8A%95%E8%B3%87%E4%BF%A1%E8%A8%97%E5%9F%BA%E9%87%91%20-%20%E6%8C%81%E8%82%A1%E6%AF%94%E9%87%8D%20%7C%20%E5%85%83%E5%A4%A7%E6%8A%95%E4%BF%A1%20YuantaETFs&c_t=lap&t_id=84932248-a9f6-4444-b769-79fe0f259e18&s_id=c1dfd641-87f2f3a6&d0=Conversion&x4=100&e=cv&v=3.6.0&_t=1782725044582,http_ok,200,image/gif,"{""referer"": """", ""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/149.0.0.0 Safari/537.36""}",,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_browser_network_capture_phase7_201411_202312_20260629\raw_sources\yuanta_live_0_61.html,cf4724b2f736ed1a0ae6bc28f1ead963d9cd2c1fd87b6ef32e7799fc1c5c8bda,,,0,other,
yuanta_live_0,https://www.yuantaetfs.com/product/detail/0050/ratio,GET,https://etfapi.yuantaetfs.com/ectranslation/api/trans?APIType=ETFBackstage&CompanyName=YUANTAFUNDS&PageName=%2Fproduct%2Fdetail%2F0050%2Fratio&DeviceId=a4745e7e-7f6b-4ce0-a71c-cb13fd6ab1e2&FuncId=ETFMarquee&AppName=ETF&Device=4&Platform=ETF,http_ok,200,application/json; charset=utf-8,"{""referer"": """", ""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/149.0.0.0 Safari/537.36"", ""accept"": ""application/json, text/plain, */*""}",,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_browser_network_capture_phase7_201411_202312_20260629\raw_sources\yuanta_live_0_62.json,5a514742130f75c60840f0ce8fcc8fd2c8ed1bfcf4c64eb60fc2945f65675251,,,7,api_trans,
yuanta_live_0,https://www.yuantaetfs.com/product/detail/0050/ratio,GET,https://etfapi.yuantaetfs.com/ectranslation/api/trans?APIType=ETFBackstage&CompanyName=YUANTAFUNDS&PageName=%2Fproduct%2Fdetail%2F0050%2Fratio&DeviceId=a4745e7e-7f6b-4ce0-a71c-cb13fd6ab1e2&FuncId=ETFWarning%2FHomeBottom&AppName=ETF&Device=4&Platform=ETF,http_ok,200,application/json; charset=utf-8,"{""referer"": """", ""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/149.0.0.0 Safari/537.36"", ""accept"": ""application/json, text/plain, */*""}",,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_browser_network_capture_phase7_201411_202312_20260629\raw_sources\yuanta_live_0_63.json,10166cb265e14a47d87ec4a26c7e6aa7d7d253e4644bd74839d165050b34de8e,,,1,api_trans,
