capture_id,phase,method,url,status,http_status,content_type,request_headers,post_body,response_path,response_sha256,date_field_detected,holdings_date,row_count,error
sitca_live_in2421,network,GET,https://www.sitca.org.tw/image/bg_th_blue.gif,http_ok,200,image/gif,"{""referer"": ""https://www.sitca.org.tw/WDataStyle.css"", ""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/149.0.0.0 Safari/537.36""}",,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_browser_network_capture_phase7_201411_202312_20260629\raw_sources\sitca_live_in2421_10.html,1efabd6d32c446cf8119aa1fd75e1ebf4624cd02ce051ef557d3e2f011488374,,,0,
sitca_live_in2421,network,GET,https://www.sitca.org.tw/image/bg_td_blue.gif,http_ok,200,image/gif,"{""referer"": ""https://www.sitca.org.tw/WDataStyle.css"", ""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/149.0.0.0 Safari/537.36""}",,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_browser_network_capture_phase7_201411_202312_20260629\raw_sources\sitca_live_in2421_11.html,bbbef097151f4080d978ae5b9d443c0ea99cf056e372e84f15b95098524e142b,,,0,
sitca_live_in2421,network,GET,https://www.sitca.org.tw/image/MorningStar.jpg,http_ok,200,image/jpeg,"{""referer"": ""https://www.sitca.org.tw/ROC/Industry/IN2421.aspx"", ""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/149.0.0.0 Safari/537.36""}",,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_browser_network_capture_phase7_201411_202312_20260629\raw_sources\sitca_live_in2421_12.html,543f1a8d7d58c0b2ca0031a0124140d2e9d348c49198f92194a597e986eb0901,,,0,
sitca_live_in2421,network,GET,https://www.sitca.org.tw/image/ico_sitca.ico,http_ok,200,image/x-icon,"{""referer"": ""https://www.sitca.org.tw/ROC/Industry/IN2421.aspx"", ""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/149.0.0.0 Safari/537.36""}",,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_browser_network_capture_phase7_201411_202312_20260629\raw_sources\sitca_live_in2421_13.html,548055e352d512bd9f55ef1c305ee7dc5d73cca7e31fbc5eee8d644ba21feb93,,,0,
sitca_live_in2421_2014Q4,network,POST,https://www.sitca.org.tw/ROC/Industry/IN2421.aspx,http_ok,200,text/html; charset=utf-8,"{""content-type"": ""application/x-www-form-urlencoded"", ""origin"": ""https://www.sitca.org.tw"", ""referer"": ""https://www.sitca.org.tw/ROC/Industry/IN2421.aspx"", ""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/149.0.0.0 Safari/537.36""}",__EVENTTARGET=ctl00%24ContentPlaceHolder1%24ddlQ_MONTH&__EVENTARGUMENT=&__LASTFOCUS=&__VIEWSTATE=%2FwEPDwUINTM5ODAxNzgPZBYCZg9kFgICAw9kFgQCAQ8PFgIeBFRleHRlZGQCAw9kFgYCBQ8QZBAVFwcyMDA05bm0BzIwMDXlubQHMjAwNuW5tAcyMDA35bm0BzIwMDjlubQHMjAwOeW5tAcyMDEw5bm0BzIwMTHlubQHMjAxMuW5tAcyMDEz5bm0BzIwMTTlubQHMjAxNeW5tAcyMDE25bm0BzIwMTflubQHMjAxOOW5tAcyMDE55bm0BzIwMjDlubQHMjAyMeW5tAcyMDIy5bm0BzIwMjPlubQHMjAyNOW5tAcyMDI15bm0BzIwMjblubQVFwQyMDA0BDIwMDUEMjAwNgQyMDA3BDIwMDgEMjAwOQQyMDEwBDIwMTEEMjAxMgQyMDEzBDIwMTQEMjAxNQQyMDE2BDIwMTcEMjAxOAQyMDE5BDIwMjAEMjAyMQQyMDIyBDIwMjMEMjAyNAQyMDI1BDIwMjYUKwMXZ2dnZ2dnZ2dnZ2dnZ2dnZ2dnZ2dnZ2dkZAIHDxBkEBUMBTAx5pyIBTAy5pyIBTAz5pyIBTA05pyIBTA15pyIBTA25pyIBTA35pyIBTA45pyIBTA55pyIBTEw5pyIBTEx5pyIBTEy5pyIFQwCMDECMDICMDMCMDQCMDUCMDYCMDcCMDgCMDkCMTACMTECMTIUKwMMZ2dnZ2dnZ2dnZ2dnZGQCEw9kFgICAQ9kFgJmD2QWAmYPZBYCZg8PFgIeB1Zpc2libGVnZGQYAQUeX19Db250cm9sc1JlcXVpcmVQb3N0QmFja0tleV9fFgEFImN0bDAwJENvbnRlbnRQbGFjZUhvbGRlcjEkQnRuUXVlcnmdsE9P9T3r3aZyjGzMiN%2BclPT5HPVUoIjyeWr%2BrHHhmA%3D%3D&__VIEWSTATEGENERATOR=D81102BD&__EVENTVALIDATION=%2FwEdACbH1JprNqV9ZCWxbSuSyuLFkTUeqDAyidD3NGchKfO%2B3NmC%2FgdT5kZ8gc2J0GrOKuaXmAATQcb5I%2FB9THwLzyGlRyttEqPASBuv1szRqONfUGSOULC2T%2FcUsaT8hHARNOrP88Kdi%2Fae1xYIF4UnBZEn3CPKCJvqXYe%2FaEwkdHJECn14DxBwwHmaeol4SLAxmZ3Jksit5mzDCnKuCn2LkrMv5AxLqwizKGZnDeeqqx2knIme%2Buy8c7X2%2FlvEhgmeSK2%2Bml%2F%2FpnsBxo4XmBx0zX5EjA%2FKz3dvBEwmzMpKomX06o4PNI6GFVotf0j3uoq9qpOJZOt0q04ajoIg4hrFUnwibmJMhL7Pv5eQfvkqJQmtYxhgv8W5I9K%2BB0i7A2W64r5xP9hEhxEidRyysPdv1Kd5d%2BN9AYGibIa%2F6H49yf3XP%2BTsMzwuLwlZRVe1Gq4pI9yhIRFj5%2BMblcutck944mmYJx4N4MaApIdUeeVuHxlV6GB3D4Jy7FseA3n3oYPXErmscURoalxz0Ah2Y8hVER6u3W%2FmSK2dqcl5qbUknvvj1qGSRxjur4gl%2FZnLe2fStXc5hnoETHEK7TRbhguu41O1C14EnLNfyOEBFuKThJhF26y%2FV6Tb31m6lhH6V60%2Fq%2FxOjY65ud5kI%2FBmTwK09dyqGbr6pTNQTBnnOKrD%2B4ZcqNJeDyxSufz3yGE9KwYz8Qle1HakEyJoFszJqDfWGjJQMI483u83yBhDH%2BvZCCOtsOw7Xrs0Jvrrxm%2Fu4uFGxPNuIWM1LpxuaQygVY32JIIqSD4EpknTatUTh4XJRQ%2FIaj6uHJfJdQ%2BxKO1jJM6OG7t0q7%2BMAILDHA8yI%2FanTlqS&ctl00%24ContentPlaceHolder1%24ddlQ_YEAR=2014&ctl00%24ContentPlaceHolder1%24ddlQ_MONTH=12,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_browser_network_capture_phase7_201411_202312_20260629\raw_sources\sitca_live_in2421_2014Q4_14.html,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,,0,
sitca_live_in2421_2014Q4,network,GET,https://www.sitca.org.tw/WDataStyle.css,http_ok,200,text/css,"{""referer"": ""https://www.sitca.org.tw/ROC/Industry/IN2421.aspx"", ""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/149.0.0.0 Safari/537.36""}",,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_browser_network_capture_phase7_201411_202312_20260629\raw_sources\sitca_live_in2421_2014Q4_15.html,389fd22b61503b676e1d03ddc61fb4ceb38dde79298c2e5b4fa8725b14d306be,,,0,
sitca_live_in2421_2014Q4,network,GET,https://www.sitca.org.tw/css/mod_settings.css,http_ok,200,text/css,"{""referer"": ""https://www.sitca.org.tw/ROC/Industry/IN2421.aspx"", ""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/149.0.0.0 Safari/537.36""}",,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_browser_network_capture_phase7_201411_202312_20260629\raw_sources\sitca_live_in2421_2014Q4_16.html,75e1e28046223e4973e410cbb616679edf1e58fd709173c2a22c71ba1c8e4db6,,,0,
sitca_live_in2421_2014Q4,network,GET,https://www.sitca.org.tw/lib/tablerow.js,http_ok,200,application/x-javascript,"{""referer"": ""https://www.sitca.org.tw/ROC/Industry/IN2421.aspx"", ""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/149.0.0.0 Safari/537.36""}",,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_browser_network_capture_phase7_201411_202312_20260629\raw_sources\sitca_live_in2421_2014Q4_17.html,1f7a983c0ad964ab0f6ac465b74e6c57454ca7f5d5dea23158976a2cb6da438e,,,0,
sitca_live_in2421_2014Q4,network,GET,https://www.sitca.org.tw/css/menu.css,http_non_ok,404,text/html,"{""referer"": ""https://www.sitca.org.tw/ROC/Industry/IN2421.aspx"", ""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/149.0.0.0 Safari/537.36""}",,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_browser_network_capture_phase7_201411_202312_20260629\raw_sources\sitca_live_in2421_2014Q4_18.html,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,,0,
sitca_live_in2421_2014Q4,network,GET,https://www.sitca.org.tw/css/table1.css,http_ok,200,text/css,"{""referer"": ""https://www.sitca.org.tw/ROC/Industry/IN2421.aspx"", ""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/149.0.0.0 Safari/537.36""}",,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_browser_network_capture_phase7_201411_202312_20260629\raw_sources\sitca_live_in2421_2014Q4_19.html,06e11187bf9970e707f341c0d2ceb308c05671628448b2ebc12fcf2582fda79f,,,0,
sitca_live_in2421_2014Q4,network,GET,https://www.sitca.org.tw/css/layout1.css,http_ok,200,text/css,"{""referer"": ""https://www.sitca.org.tw/ROC/Industry/IN2421.aspx"", ""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/149.0.0.0 Safari/537.36""}",,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_browser_network_capture_phase7_201411_202312_20260629\raw_sources\sitca_live_in2421_2014Q4_20.html,223660a710db745197b6ba170919fa9a239fcb7f238e7b58704d9d141acbedaa,,,0,
sitca_live_in2421_2014Q4,network,GET,https://www.sitca.org.tw/image/MorningStar.jpg,http_ok,200,image/jpeg,"{""referer"": ""https://www.sitca.org.tw/ROC/Industry/IN2421.aspx"", ""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/149.0.0.0 Safari/537.36""}",,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_browser_network_capture_phase7_201411_202312_20260629\raw_sources\sitca_live_in2421_2014Q4_21.html,eb62ee2eb4058b02fc5f56241d6a993f62146e781482e0b669e166734b43b71d,,,0,
sitca_live_in2421_2014Q4,network,GET,https://www.sitca.org.tw/image/Bt_query.gif,http_ok,200,image/gif,"{""referer"": ""https://www.sitca.org.tw/ROC/Industry/IN2421.aspx"", ""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/149.0.0.0 Safari/537.36""}",,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_browser_network_capture_phase7_201411_202312_20260629\raw_sources\sitca_live_in2421_2014Q4_22.html,9c81bf0c05a596306946b546a1dcaf7a466c0452855700c4d4b20d34420d4536,,,0,
sitca_live_in2421_2014Q4,network,GET,https://www.sitca.org.tw/Common/popcalendarfordata.htm,http_ok,200,text/html,"{""referer"": ""https://www.sitca.org.tw/ROC/Industry/IN2421.aspx"", ""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/149.0.0.0 Safari/537.36""}",,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_browser_network_capture_phase7_201411_202312_20260629\raw_sources\sitca_live_in2421_2014Q4_23.html,44364d2de11b5a241e037adf88fa2a87f334a724de9ec7f75cf549bdaac91e6d,,,0,
sitca_live_in2421_2016Q1,network,POST,https://www.sitca.org.tw/ROC/Industry/IN2421.aspx,http_ok,200,text/html; charset=utf-8,"{""content-type"": ""application/x-www-form-urlencoded"", ""origin"": ""https://www.sitca.org.tw"", ""referer"": ""https://www.sitca.org.tw/ROC/Industry/IN2421.aspx"", ""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/149.0.0.0 Safari/537.36""}",__EVENTTARGET=ctl00%24ContentPlaceHolder1%24ddlQ_MONTH&__EVENTARGUMENT=&__LASTFOCUS=&__VIEWSTATE=%2FwEPDwUINTM5ODAxNzgPZBYCZg9kFgICAw9kFgQCAQ8PFgIeBFRleHRlZGQCAw9kFgYCBQ8QZBAVFwcyMDA05bm0BzIwMDXlubQHMjAwNuW5tAcyMDA35bm0BzIwMDjlubQHMjAwOeW5tAcyMDEw5bm0BzIwMTHlubQHMjAxMuW5tAcyMDEz5bm0BzIwMTTlubQHMjAxNeW5tAcyMDE25bm0BzIwMTflubQHMjAxOOW5tAcyMDE55bm0BzIwMjDlubQHMjAyMeW5tAcyMDIy5bm0BzIwMjPlubQHMjAyNOW5tAcyMDI15bm0BzIwMjblubQVFwQyMDA0BDIwMDUEMjAwNgQyMDA3BDIwMDgEMjAwOQQyMDEwBDIwMTEEMjAxMgQyMDEzBDIwMTQEMjAxNQQyMDE2BDIwMTcEMjAxOAQyMDE5BDIwMjAEMjAyMQQyMDIyBDIwMjMEMjAyNAQyMDI1BDIwMjYUKwMXZ2dnZ2dnZ2dnZ2dnZ2dnZ2dnZ2dnZ2dkZAIHDxBkEBUMBTAx5pyIBTAy5pyIBTAz5pyIBTA05pyIBTA15pyIBTA25pyIBTA35pyIBTA45pyIBTA55pyIBTEw5pyIBTEx5pyIBTEy5pyIFQwCMDECMDICMDMCMDQCMDUCMDYCMDcCMDgCMDkCMTACMTECMTIUKwMMZ2dnZ2dnZ2dnZ2dnZGQCEw9kFgICAQ9kFgJmD2QWAmYPZBYCZg8PFgIeB1Zpc2libGVnZGQYAQUeX19Db250cm9sc1JlcXVpcmVQb3N0QmFja0tleV9fFgEFImN0bDAwJENvbnRlbnRQbGFjZUhvbGRlcjEkQnRuUXVlcnmdsE9P9T3r3aZyjGzMiN%2BclPT5HPVUoIjyeWr%2BrHHhmA%3D%3D&__VIEWSTATEGENERATOR=D81102BD&__EVENTVALIDATION=%2FwEdACbH1JprNqV9ZCWxbSuSyuLFkTUeqDAyidD3NGchKfO%2B3NmC%2FgdT5kZ8gc2J0GrOKuaXmAATQcb5I%2FB9THwLzyGlRyttEqPASBuv1szRqONfUGSOULC2T%2FcUsaT8hHARNOrP88Kdi%2Fae1xYIF4UnBZEn3CPKCJvqXYe%2FaEwkdHJECn14DxBwwHmaeol4SLAxmZ3Jksit5mzDCnKuCn2LkrMv5AxLqwizKGZnDeeqqx2knIme%2Buy8c7X2%2FlvEhgmeSK2%2Bml%2F%2FpnsBxo4XmBx0zX5EjA%2FKz3dvBEwmzMpKomX06o4PNI6GFVotf0j3uoq9qpOJZOt0q04ajoIg4hrFUnwibmJMhL7Pv5eQfvkqJQmtYxhgv8W5I9K%2BB0i7A2W64r5xP9hEhxEidRyysPdv1Kd5d%2BN9AYGibIa%2F6H49yf3XP%2BTsMzwuLwlZRVe1Gq4pI9yhIRFj5%2BMblcutck944mmYJx4N4MaApIdUeeVuHxlV6GB3D4Jy7FseA3n3oYPXErmscURoalxz0Ah2Y8hVER6u3W%2FmSK2dqcl5qbUknvvj1qGSRxjur4gl%2FZnLe2fStXc5hnoETHEK7TRbhguu41O1C14EnLNfyOEBFuKThJhF26y%2FV6Tb31m6lhH6V60%2Fq%2FxOjY65ud5kI%2FBmTwK09dyqGbr6pTNQTBnnOKrD%2B4ZcqNJeDyxSufz3yGE9KwYz8Qle1HakEyJoFszJqDfWGjJQMI483u83yBhDH%2BvZCCOtsOw7Xrs0Jvrrxm%2Fu4uFGxPNuIWM1LpxuaQygVY32JIIqSD4EpknTatUTh4XJRQ%2FIaj6uHJfJdQ%2BxKO1jJM6OG7t0q7%2BMAILDHA8yI%2FanTlqS&ctl00%24ContentPlaceHolder1%24ddlQ_YEAR=2016&ctl00%24ContentPlaceHolder1%24ddlQ_MONTH=03,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_browser_network_capture_phase7_201411_202312_20260629\raw_sources\sitca_live_in2421_2016Q1_24.html,38543bd86170b84eaee5f54d7920a4ac83203cb4b6d3cf7c3a3c82e3e78be5dc,,,0,
sitca_live_in2421_2016Q1,network,GET,https://www.sitca.org.tw/WDataStyle.css,http_ok,200,text/css,"{""referer"": ""https://www.sitca.org.tw/ROC/Industry/IN2421.aspx"", ""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/149.0.0.0 Safari/537.36""}",,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_browser_network_capture_phase7_201411_202312_20260629\raw_sources\sitca_live_in2421_2016Q1_25.html,389fd22b61503b676e1d03ddc61fb4ceb38dde79298c2e5b4fa8725b14d306be,,,0,
sitca_live_in2421_2016Q1,network,GET,https://www.sitca.org.tw/css/mod_settings.css,http_ok,200,text/css,"{""referer"": ""https://www.sitca.org.tw/ROC/Industry/IN2421.aspx"", ""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/149.0.0.0 Safari/537.36""}",,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_browser_network_capture_phase7_201411_202312_20260629\raw_sources\sitca_live_in2421_2016Q1_26.html,75e1e28046223e4973e410cbb616679edf1e58fd709173c2a22c71ba1c8e4db6,,,0,
sitca_live_in2421_2016Q1,network,GET,https://www.sitca.org.tw/lib/tablerow.js,http_ok,200,application/x-javascript,"{""referer"": ""https://www.sitca.org.tw/ROC/Industry/IN2421.aspx"", ""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/149.0.0.0 Safari/537.36""}",,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_browser_network_capture_phase7_201411_202312_20260629\raw_sources\sitca_live_in2421_2016Q1_27.html,1f7a983c0ad964ab0f6ac465b74e6c57454ca7f5d5dea23158976a2cb6da438e,,,0,
sitca_live_in2421_2016Q1,network,GET,https://www.sitca.org.tw/css/menu.css,http_non_ok,404,text/html,"{""referer"": ""https://www.sitca.org.tw/ROC/Industry/IN2421.aspx"", ""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/149.0.0.0 Safari/537.36""}",,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_browser_network_capture_phase7_201411_202312_20260629\raw_sources\sitca_live_in2421_2016Q1_28.html,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,,0,
