source_id,raw_file_path,source_url_or_reference,document_date,covered_effective_start,covered_effective_end,source_type,archive_status,checksum_sha256,notes
2014Q4_yuantaetfs_basic_information_20211129022344,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2014Q4_yuantaetfs_basic_information_20211129022344__product_detail_0050_Basic_information.html,https://web.archive.org/web/20211129022344id_/https://www.yuantaetfs.com/product/detail/0050/Basic_information,2014-12-31,2014-12-31,2014-12-31,html_snapshot_evidence,downloaded_html_snapshot,35bac3a6508152f21c98d7096b054739eb3be807c635a2041a3697269dcc25ca,mimetype=unknown_from_availability; original=https://www.yuantaetfs.com/product/detail/0050/Basic_information
2014Q4_yuantaetfs_basic_information_20211129022344_1_original_download_candidate,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2014Q4_yuantaetfs_basic_information_20211129022344_1_original_download_candidate.html,https://www.yuantaetfs.com/product/detail/0050/Basic_information,2014-12-31,2014-12-31,2014-12-31,download_candidate_non_pdf,downloaded_non_pdf_candidate,e21dfa8ac7226eaef30b728c1ef85228d09fee57e1cf8884bdfbee2061c771ea,content_type=text/html; charset=utf-8; is_pdf=False
2014Q4_yuantaetfs_basic_information_20211129022344_2_original_download_candidate,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2014Q4_yuantaetfs_basic_information_20211129022344_2_original_download_candidate.html,https://www.yuantaetfs.com/product/detail/0050/ratio,2014-12-31,2014-12-31,2014-12-31,download_candidate_non_pdf,downloaded_non_pdf_candidate,1867ac160e22d67a6aecb4bee6089724bc9ab0da343d439325dc301f2be001a8,content_type=text/html; charset=utf-8; is_pdf=False
2014Q4_yuantaetfs_basic_information_20211129022344_3_original_download_candidate,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2014Q4_yuantaetfs_basic_information_20211129022344_3_original_download_candidate.html,https://www.yuantaetfs.com/tradeInfo/pcf/0050,2014-12-31,2014-12-31,2014-12-31,download_candidate_non_pdf,downloaded_non_pdf_candidate,1b0dc72bcacce4bbf803e0ac8bbd80244a06be00e468f7bfc02951cc5b052a33,content_type=text/html; charset=utf-8; is_pdf=False
2014Q4_yuantaetfs_basic_information_20211129022344_4_original_download_candidate,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2014Q4_yuantaetfs_basic_information_20211129022344_4_original_download_candidate.html,https://www.yuantaetfs.com/product/detail/0050/PD,2014-12-31,2014-12-31,2014-12-31,download_candidate_non_pdf,downloaded_non_pdf_candidate,a580a66810816cc6587ee244465998db2bfa36c64f7792eb66ad8072cbb0b9e8,content_type=text/html; charset=utf-8; is_pdf=False
2014Q4_yuantaetfs_basic_information_20211129022344_5_original_download_candidate,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2014Q4_yuantaetfs_basic_information_20211129022344_5_original_download_candidate.html,https://www.yuantaetfs.com/product/detail/0050/download,2014-12-31,2014-12-31,2014-12-31,download_candidate_non_pdf,downloaded_non_pdf_candidate,42a20c81d3b37f04ff70525d110de3a4c824501a56459c31adaf4ee5d4e35c00,content_type=text/html; charset=utf-8; is_pdf=False
2014Q4_yuantaetfs_basic_information_20211129022344_7_original_pdf_url,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2014Q4_yuantaetfs_basic_information_20211129022344_7_original_pdf_url.html,https://www.yuantaetfs.com/product/detail/0050/%5Cu002F%5Cu002Fapi.yuantafunds.com%5Cu002FECImage%5Cu002FETFBackstage%5Cu002Ffile%5Cu002FETFFileDownload%5Cu002FETF%E7%94%B3%E8%B3%BC%E6%92%A4%E5%9B%9E%E7%94%B3%E8%AB%8B%E6%9B%B8.pdf,2014-12-31,2014-12-31,2014-12-31,download_candidate_non_pdf,downloaded_non_pdf_candidate,8164c93e1d6d2ac7fdbabf662f458cf51f5806f9c3a08763a40a106d589e6bc3,content_type=text/html; charset=utf-8; is_pdf=False
2014Q4_yuantaetfs_basic_information_20211129022344_8_original_pdf_url,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2014Q4_yuantaetfs_basic_information_20211129022344_8_original_pdf_url.html,https://www.yuantaetfs.com/product/detail/0050/%5Cu002F%5Cu002Fapi.yuantafunds.com%5Cu002FECImage%5Cu002FETFBackstage%5Cu002Ffile%5Cu002FETFFileDownload%5Cu002FETF%E8%B2%B7%E5%9B%9E%E6%92%A4%E5%9B%9E%E7%94%B3%E8%AB%8B%E6%9B%B8.pdf,2014-12-31,2014-12-31,2014-12-31,download_candidate_non_pdf,downloaded_non_pdf_candidate,6000ff5d4e819649e36342eefd09a1c73db1c0a4d78be8ce630eae5721ab7d52,content_type=text/html; charset=utf-8; is_pdf=False
2014Q4_yuantaetfs_ratio_20220526044621,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2014Q4_yuantaetfs_ratio_20220526044621__product_detail_0050_ratio.html,https://web.archive.org/web/20220526044621id_/https://www.yuantaetfs.com/product/detail/0050/ratio,2014-12-31,2014-12-31,2014-12-31,html_snapshot_evidence,downloaded_html_snapshot,6a5e23e464417eb8e51be5d8806d77fb5e277d9db04083739bb52c83d796631c,mimetype=unknown_from_availability; original=https://www.yuantaetfs.com/product/detail/0050/ratio
2014Q4_yuantaetfs_ratio_20220526044621_1_original_download_candidate,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2014Q4_yuantaetfs_ratio_20220526044621_1_original_download_candidate.html,https://www.yuantaetfs.com/product/detail/0050/Basic_information,2014-12-31,2014-12-31,2014-12-31,download_candidate_non_pdf,downloaded_non_pdf_candidate,d80129f29565c6fc2bbc501ed7c75c1297185a0328c1805e6c3594bc5ea17d60,content_type=text/html; charset=utf-8; is_pdf=False
2014Q4_yuantaetfs_ratio_20220526044621_2_original_download_candidate,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2014Q4_yuantaetfs_ratio_20220526044621_2_original_download_candidate.html,https://www.yuantaetfs.com/product/detail/0050/ratio,2014-12-31,2014-12-31,2014-12-31,download_candidate_non_pdf,downloaded_non_pdf_candidate,f80e7ce7fb55cb787596963f7ab539bf803e282bc979c465ece83aa6592d5c91,content_type=text/html; charset=utf-8; is_pdf=False
2014Q4_yuantaetfs_ratio_20220526044621_3_original_download_candidate,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2014Q4_yuantaetfs_ratio_20220526044621_3_original_download_candidate.html,https://www.yuantaetfs.com/tradeInfo/pcf/0050,2014-12-31,2014-12-31,2014-12-31,download_candidate_non_pdf,downloaded_non_pdf_candidate,879af0aa2f8125333d3db2d5548afb9a595d6cab48392cd706c7fe627bc659e9,content_type=text/html; charset=utf-8; is_pdf=False
2014Q4_yuantaetfs_ratio_20220526044621_4_original_download_candidate,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2014Q4_yuantaetfs_ratio_20220526044621_4_original_download_candidate.html,https://www.yuantaetfs.com/product/detail/0050/PD,2014-12-31,2014-12-31,2014-12-31,download_candidate_non_pdf,downloaded_non_pdf_candidate,72dfecd6b6f37002895230fc311f9ffcc0d747d48d2a3cd819461b237fb15f1d,content_type=text/html; charset=utf-8; is_pdf=False
2014Q4_yuantaetfs_ratio_20220526044621_5_original_download_candidate,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2014Q4_yuantaetfs_ratio_20220526044621_5_original_download_candidate.html,https://www.yuantaetfs.com/product/detail/0050/download,2014-12-31,2014-12-31,2014-12-31,download_candidate_non_pdf,downloaded_non_pdf_candidate,240a046e7caacd09bbb3fb2dc57c6b7795c18a98cc081efc5275c2f5556949f2,content_type=text/html; charset=utf-8; is_pdf=False
2014Q4_yuantaetfs_ratio_20220526044621_6_original_download_candidate,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2014Q4_yuantaetfs_ratio_20220526044621_6_original_download_candidate.html,https://mis.taifex.com.tw/futures/RegularSession/EtfProducts/Futures/,2014-12-31,2014-12-31,2014-12-31,download_candidate_non_pdf,downloaded_non_pdf_candidate,d28de7c8794c0677a7782f384935c62d9852f3e1236942d2aee817b8cca9c018,content_type=text/html; is_pdf=False
2014Q4_yuantaetfs_ratio_20220526044621_7_original_pdf_url,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2014Q4_yuantaetfs_ratio_20220526044621_7_original_pdf_url.html,https://www.yuantaetfs.com/product/detail/0050/%5Cu002F%5Cu002Fapi.yuantafunds.com%5Cu002FECImage%5Cu002FETFBackstage%5Cu002Ffile%5Cu002FETFFileDownload%5Cu002FETF%E7%94%B3%E8%B3%BC%E6%92%A4%E5%9B%9E%E7%94%B3%E8%AB%8B%E6%9B%B8.pdf,2014-12-31,2014-12-31,2014-12-31,download_candidate_non_pdf,downloaded_non_pdf_candidate,aea244c666578b3561821a108f4474755a8c72934f4253dac62196c0fe5578ce,content_type=text/html; charset=utf-8; is_pdf=False
2014Q4_yuantaetfs_ratio_20220526044621_8_original_pdf_url,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2014Q4_yuantaetfs_ratio_20220526044621_8_original_pdf_url.html,https://www.yuantaetfs.com/product/detail/0050/%5Cu002F%5Cu002Fapi.yuantafunds.com%5Cu002FECImage%5Cu002FETFBackstage%5Cu002Ffile%5Cu002FETFFileDownload%5Cu002FETF%E8%B2%B7%E5%9B%9E%E6%92%A4%E5%9B%9E%E7%94%B3%E8%AB%8B%E6%9B%B8.pdf,2014-12-31,2014-12-31,2014-12-31,download_candidate_non_pdf,downloaded_non_pdf_candidate,2f979d45df1652e98ac54b2b9abf33a3f93699d64e38e5e8ee9ec54506fe6e28,content_type=text/html; charset=utf-8; is_pdf=False
2014Q4_yuantaetfs_download_20220526050142,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2014Q4_yuantaetfs_download_20220526050142__product_detail_0050_download.html,https://web.archive.org/web/20220526050142id_/https://www.yuantaetfs.com/product/detail/0050/download,2014-12-31,2014-12-31,2014-12-31,html_snapshot_evidence,downloaded_html_snapshot,6edbca277916332c57dad59682790ef6bfa56503ce417b66cabf7785d1e0fe44,mimetype=unknown_from_availability; original=https://www.yuantaetfs.com/product/detail/0050/download
2014Q4_yuantaetfs_download_20220526050142_1_original_download_candidate,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2014Q4_yuantaetfs_download_20220526050142_1_original_download_candidate.html,https://www.yuantaetfs.com/product/detail/0050/Basic_information,2014-12-31,2014-12-31,2014-12-31,download_candidate_non_pdf,downloaded_non_pdf_candidate,d961c02bc267c6d556b49ca5cdbc828a7ee485606af88f5b9ad871a3baa2d79d,content_type=text/html; charset=utf-8; is_pdf=False
2014Q4_yuantaetfs_download_20220526050142_2_original_download_candidate,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2014Q4_yuantaetfs_download_20220526050142_2_original_download_candidate.html,https://www.yuantaetfs.com/product/detail/0050/ratio,2014-12-31,2014-12-31,2014-12-31,download_candidate_non_pdf,downloaded_non_pdf_candidate,feb9429e70d453af659ff5c370ea957ffd82fb8eb4597ae4655d3301cfc85a56,content_type=text/html; charset=utf-8; is_pdf=False
2014Q4_yuantaetfs_download_20220526050142_3_original_download_candidate,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2014Q4_yuantaetfs_download_20220526050142_3_original_download_candidate.html,https://www.yuantaetfs.com/tradeInfo/pcf/0050,2014-12-31,2014-12-31,2014-12-31,download_candidate_non_pdf,downloaded_non_pdf_candidate,53a70c38ae9b87788fe1381bba20349fa26312d82b9d481ec046afe524182e9e,content_type=text/html; charset=utf-8; is_pdf=False
2014Q4_yuantaetfs_download_20220526050142_4_original_download_candidate,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2014Q4_yuantaetfs_download_20220526050142_4_original_download_candidate.html,https://www.yuantaetfs.com/product/detail/0050/PD,2014-12-31,2014-12-31,2014-12-31,download_candidate_non_pdf,downloaded_non_pdf_candidate,9d77c7a65c9db52c5797137140293016d078b03e1fabac5f6f07ae9bff285d37,content_type=text/html; charset=utf-8; is_pdf=False
