ticker,price_date,required_as,impacted_signal_dates,impacted_transition_types,source_requirement,adjusted_close_ready,next_owner,name,market,open,high,low,close,volume,turnover_value,source_route,source_url,source_quality,raw_sha256,retrieved_at_utc,official_unadjusted_ohlc_ready,adjustment_policy,blocked_reason,future_data_violation_count,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
2330,2023-03-21,entry_close,2023-03-20,hold_same,selected_ticker_only official unadjusted daily OHLC; no 00631L+excess reconstruction,False,Radar/Data bounded weekly R6 reconstructed single-position selected-stock daily OHLC gap fill,,TWSE,515.0,517.0,512.0,517.0,18519120,9534730452,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230301&stockNo=2330&response=json,official_unadjusted_ohlcv_selected_ticker_month,0be8303076fab68e7cc6df62a29a4f9d819fb96360a2604842e93aebfa857fab,2026-07-10T06:27:51+00:00,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2330,2023-03-22,entry_close|following_daily_close,2023-03-20|2023-03-21,hold_same,selected_ticker_only official unadjusted daily OHLC; no 00631L+excess reconstruction,False,Radar/Data bounded weekly R6 reconstructed single-position selected-stock daily OHLC gap fill,,TWSE,524.0,533.0,524.0,533.0,45681056,24168561556,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230301&stockNo=2330&response=json,official_unadjusted_ohlcv_selected_ticker_month,0be8303076fab68e7cc6df62a29a4f9d819fb96360a2604842e93aebfa857fab,2026-07-10T06:27:51+00:00,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2330,2023-03-23,following_daily_close,2023-03-21,hold_same,selected_ticker_only official unadjusted daily OHLC; no 00631L+excess reconstruction,False,Radar/Data bounded weekly R6 reconstructed single-position selected-stock daily OHLC gap fill,,TWSE,528.0,539.0,528.0,538.0,28614856,15307492846,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230301&stockNo=2330&response=json,official_unadjusted_ohlcv_selected_ticker_month,0be8303076fab68e7cc6df62a29a4f9d819fb96360a2604842e93aebfa857fab,2026-07-10T06:27:51+00:00,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2388,2023-11-20,entry_close,2023-11-17,base_to_stock,selected_ticker_only official unadjusted daily OHLC; no 00631L+excess reconstruction,False,Radar/Data bounded weekly R6 reconstructed single-position selected-stock daily OHLC gap fill,,TWSE,164.5,166.5,160.5,166.0,29905819,4911532724,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20231101&stockNo=2388&response=json,official_unadjusted_ohlcv_selected_ticker_month,bd70d1206fc149d963b859cd7ab77296b35afbd340d85ea8961d06d773458b37,2026-07-10T06:27:51+00:00,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2388,2023-11-21,entry_close|following_daily_close,2023-11-17|2023-11-20,base_to_stock|hold_same,selected_ticker_only official unadjusted daily OHLC; no 00631L+excess reconstruction,False,Radar/Data bounded weekly R6 reconstructed single-position selected-stock daily OHLC gap fill,,TWSE,168.0,169.0,162.5,168.5,32601682,5427500419,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20231101&stockNo=2388&response=json,official_unadjusted_ohlcv_selected_ticker_month,bd70d1206fc149d963b859cd7ab77296b35afbd340d85ea8961d06d773458b37,2026-07-10T06:27:51+00:00,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2388,2023-11-22,entry_close|following_daily_close,2023-11-20|2023-11-21,hold_same,selected_ticker_only official unadjusted daily OHLC; no 00631L+excess reconstruction,False,Radar/Data bounded weekly R6 reconstructed single-position selected-stock daily OHLC gap fill,,TWSE,166.0,179.5,165.0,170.5,65510992,11255365615,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20231101&stockNo=2388&response=json,official_unadjusted_ohlcv_selected_ticker_month,bd70d1206fc149d963b859cd7ab77296b35afbd340d85ea8961d06d773458b37,2026-07-10T06:27:51+00:00,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2388,2023-11-23,entry_close|following_daily_close,2023-11-21|2023-11-22,hold_same,selected_ticker_only official unadjusted daily OHLC; no 00631L+excess reconstruction,False,Radar/Data bounded weekly R6 reconstructed single-position selected-stock daily OHLC gap fill,,TWSE,170.5,170.5,161.5,163.5,43258167,7176779853,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20231101&stockNo=2388&response=json,official_unadjusted_ohlcv_selected_ticker_month,bd70d1206fc149d963b859cd7ab77296b35afbd340d85ea8961d06d773458b37,2026-07-10T06:27:51+00:00,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2388,2023-11-24,following_daily_close,2023-11-22,hold_same,selected_ticker_only official unadjusted daily OHLC; no 00631L+excess reconstruction,False,Radar/Data bounded weekly R6 reconstructed single-position selected-stock daily OHLC gap fill,,TWSE,163.5,166.0,163.0,165.0,13015331,2143511467,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20231101&stockNo=2388&response=json,official_unadjusted_ohlcv_selected_ticker_month,bd70d1206fc149d963b859cd7ab77296b35afbd340d85ea8961d06d773458b37,2026-07-10T06:27:51+00:00,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2453,2023-03-27,entry_close,2023-03-24,stock_to_stock,selected_ticker_only official unadjusted daily OHLC; no 00631L+excess reconstruction,False,Radar/Data bounded weekly R6 reconstructed single-position selected-stock daily OHLC gap fill,,TWSE,69.5,70.9,67.5,68.8,18280886,1270452786,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230301&stockNo=2453&response=json,official_unadjusted_ohlcv_selected_ticker_month,318a58750ee98766b4b4a4ac7063e3420b5d51dc86b30a84a255002c9ca77876,2026-07-10T06:27:51+00:00,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2453,2023-03-28,entry_close|following_daily_close,2023-03-24|2023-03-27,hold_same|stock_to_stock,selected_ticker_only official unadjusted daily OHLC; no 00631L+excess reconstruction,False,Radar/Data bounded weekly R6 reconstructed single-position selected-stock daily OHLC gap fill,,TWSE,68.2,68.5,65.5,65.8,14197611,947555800,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230301&stockNo=2453&response=json,official_unadjusted_ohlcv_selected_ticker_month,318a58750ee98766b4b4a4ac7063e3420b5d51dc86b30a84a255002c9ca77876,2026-07-10T06:27:51+00:00,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2453,2023-03-29,entry_close|following_daily_close,2023-03-27|2023-03-28,hold_same,selected_ticker_only official unadjusted daily OHLC; no 00631L+excess reconstruction,False,Radar/Data bounded weekly R6 reconstructed single-position selected-stock daily OHLC gap fill,,TWSE,66.8,68.2,66.1,67.9,9793685,657842849,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230301&stockNo=2453&response=json,official_unadjusted_ohlcv_selected_ticker_month,318a58750ee98766b4b4a4ac7063e3420b5d51dc86b30a84a255002c9ca77876,2026-07-10T06:27:51+00:00,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
