ticker,event_key,missing_component,blocked_reason,attempted_source,next_bounded_step,future_data_violation_count,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
1301,1301|ROC109|P1|C2.4|S0,exact_exdate,blocked_multiple_candidates,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
2316,2316|ROC107|P1|C1|S0,cash_payment_date,blocked_multiple_candidates,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
2316,2316|ROC108|P1|C0.5|S0,cash_payment_date,accepted_unique_candidate,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
2316,2316|ROC109|P1|C1.5|S0,cash_payment_date,accepted_unique_candidate,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
2317,2317|ROC107|P1|C4|S0,cash_payment_date,blocked_multiple_candidates,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
2317,2317|ROC108|P1|C4.2|S0,cash_payment_date,accepted_unique_candidate,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
2317,2317|ROC109|P1|C4|S0,cash_payment_date,blocked_multiple_candidates,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
2330,2330|ROC107|P1|C8|S0,exact_exdate,blocked_multiple_candidates,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
2330,2330|ROC108|P1|C2.5|S0,exact_exdate,blocked_multiple_candidates,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
2330,2330|ROC108|P1|C2|S0,exact_exdate,blocked_multiple_candidates,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
2330,2330|ROC109|P1|C2.5|S0,exact_exdate,blocked_multiple_candidates,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
2330,2330|ROC110|P1|C2.75|S0,exact_exdate,blocked_multiple_candidates,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
2351,2351|ROC107|P1|C2.8|S0,cash_payment_date,accepted_unique_candidate,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
2351,2351|ROC108|P1|C1.8|S0,cash_payment_date,blocked_multiple_candidates,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
2351,2351|ROC109|P1|C1.8|S0,cash_payment_date,blocked_multiple_candidates,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
2388,2388|ROC109|P1|C0.8|S0,cash_payment_date,accepted_unique_candidate,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
2412,2412|ROC107|P1|C4.479|S0,cash_payment_date,accepted_unique_candidate,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
2412,2412|ROC108|P1|C4.226|S0,cash_payment_date,accepted_unique_candidate,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
2412,2412|ROC109|P1|C4.306|S0,exact_exdate,blocked_multiple_candidates,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
2453,2453|ROC107|P1|C0.5|S0,cash_payment_date,accepted_unique_candidate,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
2453,2453|ROC109|P1|C1.5|S0,cash_payment_date,accepted_unique_candidate,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
2468,2468|ROC107|P1|C0.5|S0,cash_payment_date,blocked_multiple_candidates,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
2468,2468|ROC108|P1|C0.5|S0,cash_payment_date,blocked_multiple_candidates,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
2603,2603|ROC109|P1|C2.5|S0,exact_exdate,blocked_multiple_candidates,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
2615,2615|ROC107|P1|C0.60563|S0,cash_payment_date,accepted_unique_candidate,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
2615,2615|ROC108|P1|C0.8|S0,cash_payment_date,accepted_unique_candidate,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
2636,2636|ROC109|P1|C3.2|S0,cash_payment_date,blocked_no_candidate,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
3008,3008|ROC107|P1|C68|S0,cash_payment_date,accepted_unique_candidate,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
3008,3008|ROC108|P1|C79|S0,cash_payment_date,accepted_unique_candidate,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
3008,3008|ROC109|P1|C91.5|S0,exact_exdate,blocked_multiple_candidates,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
3037,3037|ROC107|P1|C0.8|S0,cash_payment_date,accepted_unique_candidate,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
3037,3037|ROC108|P1|C1.1|S0,exact_exdate,blocked_multiple_candidates,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
3037,3037|ROC109|P1|C1.4|S0,exact_exdate,blocked_multiple_candidates,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
3090,3090|ROC107|P1|C6.5|S0,cash_payment_date,accepted_unique_candidate,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
3090,3090|ROC108|P1|C3.5|S0,cash_payment_date,accepted_unique_candidate,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
3090,3090|ROC109|P1|C3.1|S0,cash_payment_date,accepted_unique_candidate,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
3105,3105|ROC107|P1|C5|S0,cash_payment_date,blocked_multiple_candidates,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
3163,3163|ROC108|P1|C1.2|S0,exact_exdate,blocked_multiple_candidates,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
3260,3260|ROC107|P1|C0.2|S0,cash_payment_date,accepted_unique_candidate,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
3260,3260|ROC108|P1|C1.4|S0,exact_exdate,blocked_multiple_candidates,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
3260,3260|ROC109|P1|C3.5|S0,exact_exdate,blocked_multiple_candidates,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
3324,3324|ROC107|P1|C1.5|S0,cash_payment_date,accepted_unique_candidate,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
3324,3324|ROC109|P1|C5.5|S0,exact_exdate,blocked_multiple_candidates,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
3346,3346|ROC107|P1|C1.66|S0,exact_exdate,blocked_multiple_candidates,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
3346,3346|ROC109|P1|C0.16|S0,cash_payment_date,accepted_unique_candidate,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
3661,3661|ROC107|P1|C1.50585|S0,cash_payment_date,blocked_no_candidate,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
3661,3661|ROC108|P1|C3.56846|S0,exact_exdate,blocked_no_candidate,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
3661,3661|ROC109|P1|C6.6|S0,exact_exdate,blocked_multiple_candidates,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
3661,3661|ROC109|P1|C6.8|S0,exact_exdate,blocked_no_candidate,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
4971,4971|ROC107|P1|C1|S0,cash_payment_date,blocked_multiple_candidates,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
6121,6121|ROC109|P1|C19.1|S0,exact_exdate,blocked_multiple_candidates,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
6143,6143|ROC107|P1|C4|S0,cash_payment_date,blocked_multiple_candidates,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
6573,6573|ROC107|P1|C0.25|S0.25,exact_exdate,blocked_multiple_candidates,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
8021,8021|ROC107|P1|C1.2|S0,exact_exdate,blocked_no_candidate,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
8021,8021|ROC108|P1|C1.2|S0,exact_exdate,blocked_no_candidate,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
8021,8021|ROC109|P1|C1.58|S0,exact_exdate,blocked_no_candidate,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
8163,8163|ROC107|P1|C3.5|S0,exact_exdate,blocked_no_candidate,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
8163,8163|ROC108|P1|C2.3|S0,exact_exdate,blocked_multiple_candidates,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
8163,8163|ROC109|P1|C2.5|S0,exact_exdate,blocked_multiple_candidates,MOPS t05st01/t05st01_detail bounded actual-holding-month query,official_exright_or_payment_archive_route_or_manual_policy_review,0,False,False,False,False,False,False,False,True,False
