evidence_id,symbol,ticker,exchange,name,theme,subtheme,membership_role,effective_start,effective_end,source_date,source_type,source_title,source_url,source_publisher,source_license_status,evidence_quote_or_summary,confidence,confidence_reason,collector,review_status,reviewer,reviewed_at,usable_for_formal_replay,notes
TMEM-V2-MEMORY-2337-001,2337,2337.TW,TWSE,旺宏,記憶體,記憶體,formal_universe_member,2022-05-04,,2022-05-04,company_annual_report,2021 annual report identifies Macronix memory and NOR Flash business,https://www.mxic.com.tw/zh-tw/about/investor-relations/Documents/annualreport_2021_chinese.pdf,company official source,public_source_reference_only,2021 annual report identifies Macronix memory and NOR Flash business,high,Normalized from date_aware_theme_membership_memory_v1; row has dated source evidence and non-static source type.,AI_stock_rotation_radar,accepted,AI_stock_rotation_radar,2026-06-23,true,Phase 2 normalized accepted evidence. Still partial because full-universe coverage is below threshold.
TMEM-V2-MEMORY-2344-001,2344,2344.TW,TWSE,華邦電,記憶體,記憶體,formal_universe_member,2022-02-11,,2022-02-11,company_news_release,Official 2021 results separate Flash Memory and DRAM revenue,https://www.winbond.com/hq/about-winbond/news-and-events/news/news00314.html?__locale=uk,company official source,public_source_reference_only,Official 2021 results separate Flash Memory and DRAM revenue,high,Normalized from date_aware_theme_membership_memory_v1; row has dated source evidence and non-static source type.,AI_stock_rotation_radar,accepted,AI_stock_rotation_radar,2026-06-23,true,Phase 2 normalized accepted evidence. Still partial because full-universe coverage is below threshold.
TMEM-V2-MEMORY-2408-001,2408,2408.TW,TWSE,南亞科,記憶體,記憶體,formal_universe_member,2021-10-08,,2021-10-08,dated_news_article,Dated coverage identifies Nanya as DRAM memory company,https://www.cna.com.tw/news/afe/202110080201.aspx,dated public source,public_source_reference_only,Dated coverage identifies Nanya as DRAM memory company,medium,Normalized from date_aware_theme_membership_memory_v1; row has dated source evidence and non-static source type.,AI_stock_rotation_radar,accepted,AI_stock_rotation_radar,2026-06-23,true,Phase 2 normalized accepted evidence. Still partial because full-universe coverage is below threshold.
TMEM-V2-MEMORY-3006-001,3006,3006.TW,TWSE,晶豪科,記憶體,記憶體,formal_universe_member,2021-11-02,,2021-11-02,dated_news_article,Dated coverage identifies ESMT as niche memory supplier and SoC memory business,https://www.chinatimes.com/newspapers/20211102000204-260206,dated public source,public_source_reference_only,Dated coverage identifies ESMT as niche memory supplier and SoC memory business,medium,Normalized from date_aware_theme_membership_memory_v1; row has dated source evidence and non-static source type.,AI_stock_rotation_radar,accepted,AI_stock_rotation_radar,2026-06-23,true,Phase 2 normalized accepted evidence. Still partial because full-universe coverage is below threshold.
TMEM-V2-MEMORY-3260-001,3260,3260.TW,TWSE,威剛,記憶體,記憶體,formal_universe_member,2021-08-04,,2021-08-04,dated_news_article,Dated coverage identifies ADATA as memory module company,https://anuenews.cnyes.com/news/id/4693941,dated public source,public_source_reference_only,Dated coverage identifies ADATA as memory module company,medium,Normalized from date_aware_theme_membership_memory_v1; row has dated source evidence and non-static source type.,AI_stock_rotation_radar,accepted,AI_stock_rotation_radar,2026-06-23,true,Phase 2 normalized accepted evidence. Still partial because full-universe coverage is below threshold.
TMEM-V2-MEMORY-6770-001,6770,6770.TW,TWSE,力積電,記憶體,記憶體,formal_universe_member,2021-11-23,,2021-11-23,underwriting_prospectus,Underwriting document discusses PSMC memory products and DRAM exposure,https://www.entrust.com.tw/upload/entrust/otherInfo/202111_6770_B04_20211123_145107.pdf,underwriting prospectus,public_source_reference_only,Underwriting document discusses PSMC memory products and DRAM exposure,medium,Normalized from date_aware_theme_membership_memory_v1; row has dated source evidence and non-static source type.,AI_stock_rotation_radar,accepted,AI_stock_rotation_radar,2026-06-23,true,Phase 2 normalized accepted evidence. Still partial because full-universe coverage is below threshold.
TMEM-V2-MEMORY-8271-001,8271,8271.TW,TWSE,宇瞻,記憶體,記憶體,formal_universe_member,2021-01-13,,2021-01-13,dated_news_article,Dated coverage identifies Apacer as industrial memory brand and memory module maker,https://www.moneydj.com/kmdj/news/newsviewer.aspx?a=5a21fc0d-753c-4e45-aa43-88794bd9a32e,dated public source,public_source_reference_only,Dated coverage identifies Apacer as industrial memory brand and memory module maker,medium,Normalized from date_aware_theme_membership_memory_v1; row has dated source evidence and non-static source type.,AI_stock_rotation_radar,accepted,AI_stock_rotation_radar,2026-06-23,true,Phase 2 normalized accepted evidence. Still partial because full-universe coverage is below threshold.
TMEM-V2-MEMORY-8299-001,8299,8299.TW,TWSE,群聯,記憶體,記憶體,formal_universe_member,2021-08-17,,2021-08-17,dated_news_article,Dated coverage identifies Phison as NAND controller IC and NAND storage solution supplier,https://www.moneydj.com/kmdj/news/newsviewer.aspx?a=c17b67ee-46d2-48a8-934e-4e82ebdd4eb2,dated public source,public_source_reference_only,Dated coverage identifies Phison as NAND controller IC and NAND storage solution supplier,medium,Normalized from date_aware_theme_membership_memory_v1; row has dated source evidence and non-static source type.,AI_stock_rotation_radar,accepted,AI_stock_rotation_radar,2026-06-23,true,Phase 2 normalized accepted evidence. Still partial because full-universe coverage is below threshold.
TMEM-V2-BATCH01-2313-PCB-ANNUAL-2021,2313,2313.TW,TWSE,華通,PCB/載板,PCB,formal_universe_member,2022-06-09,,2022-06-09,company_annual_report,華通 2021 股東會年報 identifies PCB/載板-related business,https://doc.twse.com.tw/server-java/t57sb01?step=9&kind=F&co_id=2313&filename=2021_2313_20220609F04.pdf,公開資訊觀測站 / TWSE MOPS,public_source_reference_only,疫情趨緩、疫苗接種率的提高，經濟活動逐步復甦，但仍有不確定性因素， 例如:中美貿易戰、俄烏衝突…等影響，全球經濟依照IMF統計2021年全球GDP成長5.9%，PCB 產業依照Prismark公布2021年電路板產業成長23.4%，主要成長為封裝基板(Package Substrate) 39.0%。 本公司2021年全年營業收入新台幣630.5億元，較2020年605.2億元成長4.2%，2021年本期淨利 為新台幣51.4億元，較2020年本期淨利46.6億元增加4.,high,"Official MOPS annual report is dated and contains PCB/載板-related business keywords; accepted as date-aware membership evidence, not a current static map.",AI_stock_rotation_radar,accepted,AI_stock_rotation_radar,2026-06-24,true,Batch01 attack-pool evidence: supports Pool3 Radar as attack candidate universe source; still partial until full coverage threshold is reached.
TMEM-V2-BATCH01-2368-PCB-ANNUAL-2021,2368,2368.TW,TWSE,金像電,PCB/載板,AI 伺服器 PCB,formal_universe_member,2022-06-08,,2022-06-08,company_annual_report,金像電 2021 股東會年報 identifies PCB/載板-related business,https://doc.twse.com.tw/server-java/t57sb01?step=9&kind=F&co_id=2368&filename=2021_2368_20220608F04.pdf,公開資訊觀測站 / TWSE MOPS,public_source_reference_only,0 年 9 月 5 日 (二)公司沿革： 民國七十年 成立於九月，資本額為新台幣壹仟萬元，設廠於桃園巿，廠地 837.6 坪，公司型態為有限公司，主要生產印刷電路板。 民國七十一年 六月取得美國 UL 之認證。 民國七十三年 增資為新台幣三仟萬元，公司型態變更為股份有限公司。 民國七十五年 完成多層板之研究開發。 民國七十六年 增資為新台幣陸仟萬元，購置辦公室、宿舍、廠房用地 503.7 坪。 民國七十七年 增資為新台幣玖仟萬元，購置辦公室、宿舍、廠房用地 2,high,"Official MOPS annual report is dated and contains PCB/載板-related business keywords; accepted as date-aware membership evidence, not a current static map.",AI_stock_rotation_radar,accepted,AI_stock_rotation_radar,2026-06-24,true,Batch01 attack-pool evidence: supports Pool3 Radar as attack candidate universe source; still partial until full coverage threshold is reached.
