file,bytes,sha256
authority_scope_guard_audit.csv,242,fcae9cc2f0e8da05e91176e382992f40ca92d3c3e7ab3d18dcaf50c1fa4c7c20
current_step.txt,33,55d163de55ee0acc17318fd429c24141821846321a9195035c26891dfa4ad21d
frontier_authority_resolved.csv,7692,309d44d5e16a424d6214b7295c2284b46060af49963aefa849a885188be7e813
frontier_bounded_route_plan.csv,12596,13ac2e9d5d0a8fb5d0e92c945c3da6a6e6251010aeecadfe306debba3abbd75e
frontier_future_data_audit.csv,277,5bc230447234fddf1623ce117125b35f74f4bf29aa2e9228ef686aab60898212
frontier_historical_market_inference_audit.csv,200,5c8f8ebbcaa51879981cb086bc7b26429484ce395cb130564e784e66cc850cb3
frontier_market_route_fallback_audit.csv,482,732b15124f961fef5d084ef922faa5b0a26ae20ae7f320c42f900c6488c5ffd4
frontier_missing_execution_date_resolution_audit.csv,275,4c13c4cbf9d907abd3c8e174530ba220628c28151ba23d878c9ec3c2305d9352
frontier_official_no_trade_ledger.csv,120,f351f2fba9f1bbaad25360feecb53327526c245f9c5f430e46b57c4a18196c9f
frontier_official_raw_accepted_patch.csv,55198,577ecfd6e3eb1af8687f91023b59ab183dd45043beb9f4807e2a9782622012c1
frontier_official_raw_bounded_fill_patch.csv,35970,34dd9c1d098f4edd40d65b56c81cdd4e10a6331b28995ca8ab6d33eb3b51c3df
frontier_official_raw_local_reuse_patch.csv,19465,f258e585758620e7cdf10ddfd493f2e93f8b0cc8cdd49b5d0a902d15670734a5
frontier_remaining_blocked.csv,105,9c44cd23f50b9b8f2a2effe135ff3631425a1d83108022aa87bd403010c1eb86
frontier_source_manifest.csv,31401,0c9b474f74bf6b7a0a6df8d49435f82d603e62e9873f0d9abac0268c403fdb2e
incumbent_continuity_classification_summary.csv,520,bbafd5b4f760394ad33c07c16c711a713f6453de1f9f111cb031165799adebc0
incumbent_continuity_local_classification.csv.gz,201137,e7e0e68caf74c46cc0e62984a07efe75f2b3f3aa15eadf48a9b32afb72edb3b4
incumbent_local_registry_exact_key_reuse.csv.gz,101937,4ac38472614b60b07e2a9c7988040fe530c6dbb405b224603e96e43b18208ef8
incumbent_new_unclassified_resolution_summary.csv,402,a6ebfc30a53c54b94f43f1a41eb5b478b619b408f26d27f6bca168423939a101
progress.json,545,6a867fea5622e4b4432014338022239ae979d0807f87122d28191765a97b5f7a
run_iteration_006.py,3346,157b2240235a57fde37580d55cb51f622b4e423774d43d2990a4969be3cc81b0
runner_dependency_manifest.csv,896,fd23c00d2ca7914e33c8b81c464b408bbcb226b7b61ae030e68acf0a4d4aaacb
