route_id,period,ticker,market,target_date,year_month,outcome,http_status,schema_ok,response_rows,accepted_exact_rows,source_url,source_hash,response_bytes,retrieved_at,raw_cache_path,cache_reused,route_error,download_authority,future_data_violation_count
2707_TWSE_2023-06,P2,2707,TWSE,2023-06-28,2023-06,accepted_exact_row,200,True,20,1,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20230601&stockNo=2707&response=json,9faa92251c9bafd239a35b6e4c9d2aa1faef8e8ab1281e60a58bc247f0e0e1a9,2785,2026-07-15T08:27:06+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_006_20260715\raw_audit_samples\2707_TWSE_2023-06.json,False,,frontier_exact_leg_only,0
2707_TWSE_2023-06,P2,2707,TWSE,2023-06-29,2023-06,accepted_exact_row,200,True,20,1,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20230601&stockNo=2707&response=json,9faa92251c9bafd239a35b6e4c9d2aa1faef8e8ab1281e60a58bc247f0e0e1a9,2785,2026-07-15T08:27:06+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_006_20260715\raw_audit_samples\2707_TWSE_2023-06.json,True,,frontier_exact_leg_only,0
1102_TWSE_2015-09,P1,1102,TWSE,2015-09-25,2015-09,accepted_exact_row,200,True,20,1,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20150901&stockNo=1102&response=json,1c597475d0e5a62f55bf5e83b79cd04e5c0553ae6eb7f7bb842663b2bfdcac93,2595,2026-07-15T08:27:08+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_006_20260715\raw_audit_samples\1102_TWSE_2015-09.json,False,,frontier_exact_leg_only,0
2707_TWSE_2023-07,P2,2707,TWSE,2023-07-03,2023-07,accepted_exact_row,200,True,21,1,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20230701&stockNo=2707&response=json,6dec9eb71c7c6dc1ef185bf12cd2fa51e9b000d03a456064e0c83a3acee84a01,2825,2026-07-15T08:27:08+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_006_20260715\raw_audit_samples\2707_TWSE_2023-07.json,False,,frontier_exact_leg_only,0
4904_TWSE_2016-02,P1,4904,TWSE,2016-02-24,2016-02,accepted_exact_row,200,True,13,1,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20160201&stockNo=4904&response=json,20a4ad0c895530f34f69e722d97df7d3f639ebbd7c90c16950c1d9949473acef,1969,2026-07-15T08:27:08+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_006_20260715\raw_audit_samples\4904_TWSE_2016-02.json,False,,frontier_exact_leg_only,0
2707_TWSE_2023-07,P2,2707,TWSE,2023-07-05,2023-07,accepted_exact_row,200,True,21,1,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20230701&stockNo=2707&response=json,6dec9eb71c7c6dc1ef185bf12cd2fa51e9b000d03a456064e0c83a3acee84a01,2825,2026-07-15T08:27:08+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_006_20260715\raw_audit_samples\2707_TWSE_2023-07.json,True,,frontier_exact_leg_only,0
2707_TWSE_2023-07,P2,2707,TWSE,2023-07-10,2023-07,accepted_exact_row,200,True,21,1,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20230701&stockNo=2707&response=json,6dec9eb71c7c6dc1ef185bf12cd2fa51e9b000d03a456064e0c83a3acee84a01,2825,2026-07-15T08:27:08+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_006_20260715\raw_audit_samples\2707_TWSE_2023-07.json,True,,frontier_exact_leg_only,0
6472_TWSE_2023-07,P2,6472,TWSE,2023-07-14,2023-07,source_route_failed,200,False,0,0,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20230701&stockNo=6472&response=json,b32125d0522389d773814d2be85a9d7363b2c21185aab3d55708a2a8014a18a9,61,2026-07-15T08:27:08+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_006_20260715\raw_audit_samples\6472_TWSE_2023-07.json,False,,frontier_exact_leg_only,0
4904_TWSE_2016-02,P1,4904,TWSE,2016-02-22,2016-02,accepted_exact_row,200,True,13,1,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20160201&stockNo=4904&response=json,20a4ad0c895530f34f69e722d97df7d3f639ebbd7c90c16950c1d9949473acef,1969,2026-07-15T08:27:08+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_006_20260715\raw_audit_samples\4904_TWSE_2016-02.json,True,,frontier_exact_leg_only,0
8422_TWSE_2016-02,P1,8422,TWSE,2016-02-22,2016-02,accepted_exact_row,200,True,13,1,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20160201&stockNo=8422&response=json,6a47bf0da4865883c7d0cf5808910bb03c88bb76168cb5196be14bd14c3be46f,1960,2026-07-15T08:27:08+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_006_20260715\raw_audit_samples\8422_TWSE_2016-02.json,False,,frontier_exact_leg_only,0
