ticker,month,status,selected_row_count,accepted_market,source_url,raw_sha256,raw_path,route_index,route_total,timestamp_utc
1101,2015-01,accepted,7,TWSE,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150101&stockNo=1101&response=json,a66b0ebc2cea69414f9b950092153272413aef5f1bc3bb8b03ad963932273efa,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_legacy_regime_selected_stock_unadjusted_ohlc_source_package_20260708\raw_sources\1101_2015-01_TWSE.json,1,1379,2026-07-08T06:40:00+00:00
1101,2015-02,accepted,3,TWSE,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150201&stockNo=1101&response=json,ef1b06b07d15e8673d41af3dd962cd54e1195bc1d1bdf5f5da1787d1c6e77df1,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_legacy_regime_selected_stock_unadjusted_ohlc_source_package_20260708\raw_sources\1101_2015-02_TWSE.json,2,1379,2026-07-08T06:40:00+00:00
1102,2018-05,accepted,4,TWSE,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180501&stockNo=1102&response=json,1101d7b02f5020591ff329862012abdde094b89ef32a45daac0733de192d816c,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_legacy_regime_selected_stock_unadjusted_ohlc_source_package_20260708\raw_sources\1102_2018-05_TWSE.json,3,1379,2026-07-08T06:40:00+00:00
1215,2016-10,accepted,4,TWSE,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20161001&stockNo=1215&response=json,785699de4b93972fa1e2597b2acee7792b077f5211d9a77c20cd2817b4479d9d,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_legacy_regime_selected_stock_unadjusted_ohlc_source_package_20260708\raw_sources\1215_2016-10_TWSE.json,4,1379,2026-07-08T06:40:00+00:00
1215,2016-11,accepted,4,TWSE,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20161101&stockNo=1215&response=json,063df72f6c9a14e98065768532cf29cb6c30d9d717fea1b87542923ffca5981d,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_legacy_regime_selected_stock_unadjusted_ohlc_source_package_20260708\raw_sources\1215_2016-11_TWSE.json,5,1379,2026-07-08T06:40:00+00:00
1215,2017-06,accepted,4,TWSE,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20170601&stockNo=1215&response=json,20ab4683de5a841259c519131daa014c2cd17f4d15d50aa87edc4f26a39aaacd,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_legacy_regime_selected_stock_unadjusted_ohlc_source_package_20260708\raw_sources\1215_2017-06_TWSE.json,6,1379,2026-07-08T06:40:00+00:00
1215,2017-07,accepted,4,TWSE,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20170701&stockNo=1215&response=json,62b4c7eaee4bf6a6dadf7340496aadc9f6dd01bed3e1532629eaa80e8db68d97,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_legacy_regime_selected_stock_unadjusted_ohlc_source_package_20260708\raw_sources\1215_2017-07_TWSE.json,7,1379,2026-07-08T06:40:01+00:00
1216,2015-01,accepted,4,TWSE,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150101&stockNo=1216&response=json,f90cf52b59daefae536bcdec3c8f228cda1a5872f41350777ae9bf2d26d1ec07,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_legacy_regime_selected_stock_unadjusted_ohlc_source_package_20260708\raw_sources\1216_2015-01_TWSE.json,8,1379,2026-07-08T06:40:01+00:00
1216,2015-10,accepted,4,TWSE,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20151001&stockNo=1216&response=json,7bc0ce1e11effbbbb31cb7dbf7b9ebda88d574a02a0066a69245d60bf27fa252,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_legacy_regime_selected_stock_unadjusted_ohlc_source_package_20260708\raw_sources\1216_2015-10_TWSE.json,9,1379,2026-07-08T06:40:01+00:00
1216,2018-07,accepted,4,TWSE,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180701&stockNo=1216&response=json,2ac75aad377cb2fbab76865f53084564098f300aa4520ea0aadc5e44cadd0448,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_legacy_regime_selected_stock_unadjusted_ohlc_source_package_20260708\raw_sources\1216_2018-07_TWSE.json,10,1379,2026-07-08T06:40:01+00:00
