family,market,date,status,filtered_rows,http_status,response_bytes,source_url,response_sha256,retrieval_time_utc,error
taifex_foreign_oi,TAIFEX,2023-07-11,failed,0,200,480487,https://www.taifex.com.tw/cht/3/futContractsDate,05cd4d7e704fdbcca9a605334371a277c5d9b78f5edbac9aef4ad461bc10a645,2026-07-11T08:58:00+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-07-12,failed,0,200,480509,https://www.taifex.com.tw/cht/3/futContractsDate,411025a70aadc9f7e7ec63b91412cca8f4940c7eec9b6c8f131d7a75146f828d,2026-07-11T08:58:00+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-07-13,failed,0,200,480481,https://www.taifex.com.tw/cht/3/futContractsDate,02f93b91c0441a3d12e720492d94732fdc1bcb31af38297d783b0f80bbfaf6f4,2026-07-11T08:58:00+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-07-14,failed,0,200,480527,https://www.taifex.com.tw/cht/3/futContractsDate,cae6848830463f2530fc0499cb9feca678d1840227264812126d2070c85a8f6e,2026-07-11T08:58:00+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-07-17,failed,0,200,480596,https://www.taifex.com.tw/cht/3/futContractsDate,f7e1adae9ac272d2ec750c66987fd0b0b4bed07902abb62e89b402661c502af6,2026-07-11T08:58:01+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-07-18,failed,0,200,480562,https://www.taifex.com.tw/cht/3/futContractsDate,203fca237f27f32a05eed007e03fbf2d1c61a072d031fb906caa941ef51dd000,2026-07-11T08:58:01+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-07-19,failed,0,200,480469,https://www.taifex.com.tw/cht/3/futContractsDate,2162ddfc0cb54b8235126867b2cfdd1b7d4bdad7dcfb33c04110f34fb319d594,2026-07-11T08:58:02+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-07-20,failed,0,200,480439,https://www.taifex.com.tw/cht/3/futContractsDate,d0bca0496c80e5bbc387474d29afde0f18b363be885edf298d017f47a37ad0c9,2026-07-11T08:58:02+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-07-21,failed,0,200,480429,https://www.taifex.com.tw/cht/3/futContractsDate,24d9cb75371b4e669c07d7c52e7856d264bd2c3a11f09c0bd8ce65c64aa31a03,2026-07-11T08:58:02+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-07-24,failed,0,200,480434,https://www.taifex.com.tw/cht/3/futContractsDate,6f6423915f7e4d3194ee0abaf2a9f604323fee14da7d99273f90d054c13baf02,2026-07-11T08:58:02+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-07-25,failed,0,200,480356,https://www.taifex.com.tw/cht/3/futContractsDate,e4edf36c88d4e5b79ecd563d795d6770a12874398b11d81c8bdaf294ae4496b3,2026-07-11T08:58:02+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-07-26,failed,0,200,480415,https://www.taifex.com.tw/cht/3/futContractsDate,0880238458f0572d907fd56baa4708ffcf061c3c4fc700d88174b31778a97315,2026-07-11T08:58:03+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-07-27,failed,0,200,480401,https://www.taifex.com.tw/cht/3/futContractsDate,5ebf4a9540587f4b7fb1c62636f42de345b127a8f5e0f6fa094fcbea22a205c5,2026-07-11T08:58:03+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-07-28,failed,0,200,480477,https://www.taifex.com.tw/cht/3/futContractsDate,2331f06ef5193c36b6d7de4f54e464685e853bf62541777222d014d1979b586e,2026-07-11T08:58:03+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-07-31,failed,0,200,480496,https://www.taifex.com.tw/cht/3/futContractsDate,5f0c1e85deb925f8e40788fbfe854df877f39b7cf6e9c3002847ca3261b6aeb8,2026-07-11T08:58:03+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-08-01,failed,0,200,480425,https://www.taifex.com.tw/cht/3/futContractsDate,92858386f739653193be5c9267f596c7fd630f1aa2ee8f534c444e933b3a1ded,2026-07-11T08:58:04+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-08-02,failed,0,200,480520,https://www.taifex.com.tw/cht/3/futContractsDate,a0a8b7e4f6025f24fb4eabd174dccbe6bd5b1c6f58b095913c9fa5b6129bf5a3,2026-07-11T08:58:04+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-08-03,failed,0,200,298542,https://www.taifex.com.tw/cht/3/futContractsDate,05c4cfea67d0b76e9ddc80e1db18e2f8b00364e9e5b773ac7c3fffa17c147990,2026-07-11T08:58:04+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-08-04,failed,0,200,480472,https://www.taifex.com.tw/cht/3/futContractsDate,f9711569c115a3012d799296e21d9dff70c525f036a4c9ea5a73e3df64642cc8,2026-07-11T08:58:04+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-08-07,failed,0,200,480444,https://www.taifex.com.tw/cht/3/futContractsDate,3ed49b3b55665590a79990b35cf68995c08d01df54281f13137f41189b6152b4,2026-07-11T08:58:05+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-08-08,failed,0,200,480410,https://www.taifex.com.tw/cht/3/futContractsDate,eee682d30225f87dd88d039b66fa92b17edd87f73ebc8cdd0045ebf6d3c0b0cd,2026-07-11T08:58:05+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-08-09,failed,0,200,480455,https://www.taifex.com.tw/cht/3/futContractsDate,48dc28287f59d034dc25d94041c2208ef018ecfabbd50c813efd4d1eedd9fc7b,2026-07-11T08:58:05+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-08-10,failed,0,200,480455,https://www.taifex.com.tw/cht/3/futContractsDate,3279a3035caee0ec4a59840ad046502e5bbca64d8dba943170e2352f7d7010d8,2026-07-11T08:58:05+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-08-14,failed,0,200,480661,https://www.taifex.com.tw/cht/3/futContractsDate,6cadadd0a4b00df36de0e0bb4f4218a035157b41799ba0470d5a5ea3032c0dbf,2026-07-11T08:58:06+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-08-11,failed,0,200,480529,https://www.taifex.com.tw/cht/3/futContractsDate,44102496b54c6237c17ab3be05f74e0215a8ce754209bd10c2f575271c84a6d9,2026-07-11T08:58:06+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-08-15,failed,0,200,480561,https://www.taifex.com.tw/cht/3/futContractsDate,0262aec9acac723bc8f9cb39647470ad819877f36bd2058b07c1ebca30c40d96,2026-07-11T08:58:06+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-08-16,failed,0,200,480527,https://www.taifex.com.tw/cht/3/futContractsDate,f0f64b5194a5af761e189ce045a89c3d903fad6bc6ec9a8a3e973e01d03d0e24,2026-07-11T08:58:06+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-08-17,failed,0,200,480481,https://www.taifex.com.tw/cht/3/futContractsDate,8e6960cc1a7fed5ba40803844d17418da18742da9a92ae472a7df6cafa5716c1,2026-07-11T08:58:07+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-08-21,failed,0,200,480416,https://www.taifex.com.tw/cht/3/futContractsDate,bc6cd1bcff659f7f7cdf40f1bc543962eb25c0a154b946c86baa1282b6d8d6a4,2026-07-11T08:58:07+00:00,parse_ImportError
