ticker,query_year_roc,query_month,announcement_date_roc,announcement_time,market_available_at,subject,event_type,cash_dividend_per_share,ex_date,payment_date,effective_date,resumption_date,event_date_in_held_authority,holder_scale_exclusion,accepted_cash_distribution_event,accepted_capital_change_event,detail_excerpt,detail_source_url,detail_response_hash,future_data_violation_count
1101,104,03,104/03/27,18:25:30,2015-03-27 18:25:30,董事會決議股利分派,capital_change,,,,,,False,False,False,False,"1. 董事會決議日期：2015/03/27 2. 股東配發內容： (1)盈餘分配之現金股利(元/股)：2.49000000 (2)法定盈餘公積、資本公積發放之現金(元/股)：0 (3)股東配發之現金(股利)總金額(元)：9,193,517,914 (4)盈餘轉增資配股(元/股)：0 (5)法定盈餘公積、資本公積轉增資配股(元/股)：0 (6)股東配股總股數(股)：0 3. 董監酬勞(元)：93,455,858 4. 員工紅利： (1)現金紅利金額(元)：58,612,166 (2)股票紅利金額(元)：0 5. 其他應敘明事項： 前述擬議派發金額，員工紅利與董監事酬勞與103年度帳上估列數相同。 6. 普通股每股面額欄位：新台幣 10.0000元",https://mops.twse.com.tw/mops/#/web/t05st01,f04ce318df2a5c4a50b216a51372d7ee2429b81ac6baa716657613ff5a2201a5,0
1101,104,04,104/04/15,15:47:21,2015-04-15 15:47:21,"代重要子公司和平電力股份有限公司公告民國103年度
現金股利配發基準日",distribution,,2015-04-16,,,,True,True,False,False,"1.董事會、股東會決議或公司決定日期:104/04/15 2.除權、息類別（請填入「除權」、「除息」或「除權息」）:除息 3.發放股利種類及金額:普通股現金股利新台幣4,436,178,342元 4.除權（息）交易日:104/04/16 5.最後過戶日:104/04/17 6.停止過戶起始日期:104/04/20 7.停止過戶截止日期:104/04/24 8.除權（息）基準日:104/04/24 9.其他應敘明事項: (1)現金股利發放日：104/04/24。 (2)凡持有本公司股票而尚未辦理過戶之股東，請於民國104年04月17日前親臨本公司 辦理過戶手續，掛號郵寄者以民國104年04月17日（最後過戶日）郵戳日期為憑。 ",https://mops.twse.com.tw/mops/#/web/t05st01,cde1eebbb93d580cae3666272882775e4424be045a4a7f8452ef30cf00ba26a3,0
1101,109,07,109/07/16,06:05:56,2020-07-16 06:05:56,"公告本公司108年股利除權除息基準日及107年度第一次海外
無擔保可轉換公司債之停止轉換期間",distribution,,2020-08-12,,,,False,False,False,False,"1.董事會、股東會決議或公司決定日期:109/07/15 2.除權、息類別（請填入「除權」、「除息」或「除權息」）:除權息 3.發放股利種類及金額: (1)普通股現金股利新台幣13,644,048,010元及股票股利2,728,809,600元。 (2)特別股股息新台幣350,000,000元。 4.除權（息）交易日:109/08/12 5.最後過戶日:109/08/13 6.停止過戶起始日期:109/08/14 7.停止過戶截止日期:109/08/18 8.除權（息）基準日:109/08/18 9.其他應敘明事項: (1)現金股利發放日：109/09/16 (2)107年度第一次海外無擔保可轉換公司債停止轉換期間：109/07/24至109/08/18。 ",https://mops.twse.com.tw/mops/#/web/t05st01,3b43126c2ed16197ef089624ec83c080c26e232fdd6fe95ab7d36f9ebfd199bc,0
1101,109,07,109/07/27,14:23:05,2020-07-27 14:23:05,公告本公司調整配股配息率,distribution,2.5,,,,,False,False,False,False,"1.董事會或股東會決議日期:NA 2.原發放股利種類及金額: 普通股現金股利：新台幣13,644,048,010元，每股配發約2.5元。 普通股股票股利：新台幣2,728,809,600元，每股配發約0.5元。 3.變更後發放股利種類及金額: 普通股現金股利：新台幣13,644,048,010元，每股配發約2.50081632元。 普通股股票股利：新台幣2,728,809,600元，每股配發約0.50016326元。 4.變更原因: 因本公司買回之庫藏股11,521,600股尚未轉讓予員工，及107年度第一次海外 無擔保可轉換公司債轉換普通股1,740,095股尚未辦理變更登記，致影響流通 在外股數。 5.其他應敘明事項: 依本公司109/07/15董事會決議，授權董事長調整配股配息率。 ",https://mops.twse.com.tw/mops/#/web/t05st01,56b859ca789ee9d499799aa44674a8487eb7472107ffcd9fc15bd62075c957cd,0
1101,109,09,109/09/16,20:37:04,2020-09-16 20:37:04,"本公司董事會通過以現金進行股份轉換方式取得子公司信昌化學
工業股份有限公司100%股權",capital_change,,,,,,False,True,False,False,"1.併購種類(如合併、分割、收購或股份受讓): 股份轉換 2.事實發生日:109/9/16 3.參與併購公司名稱(如合併另一方公司、分割新設公司、收購或受讓股份標的公司之 名稱: 受讓方：臺灣水泥股份有限公司(下稱「本公司」) 讓與方：信昌化學工業股份有限公司(下稱「信昌化公司」) 4.交易相對人(如合併另一方公司、分割讓與他公司、收購或受讓股份之交易對象): 信昌化公司 5.交易相對人為關係人:是 6.交易相對人與公司之關係(本公司轉投資持股達XX%之被投資公司)，並說明選定 收購、受讓他公司股份之對象為關係企業或關係人之原因及是否不影響股東權益: 信昌化公司為本公司之子公司，本公司對其合計持股為71.10%，加計本公司之關係人 對其合計持股則為73.61%。本股份轉換案依雙方議定之股份轉換契約及相關法令進行 股份轉換，對本公司股東權益應無影響。 7.併購目的: 整合集團資源以尋求發揮最大綜效。 8.併購後預計產生之效益: 有利於本公司調整其業務經營模式及財務結構，後續不排除由本公司長期繼續持有信 昌化公司，亦有可能考慮出售信昌化公司股權或資產，或者引進策略聯盟夥伴共同經 營，期以創造集團整體利益。 9.併購對每股淨值及每股盈餘之影響: 如達成併購目的，合理預期對本公司每股淨值及每股盈餘將有正面之助益。 10.併購後續處理方式，包括支付併購對價之時間及方法等: 本公司取得信昌化公司每1股普通股股份之對價為現金新臺幣18元。信昌化公司股東 （本公司除外）轉讓予本公司之股份預計為38,152,495股，本公司預計支付信昌化 公司股東（本公司除外）之現金對價合計為686,744,910元。惟本公司實際支付之現 金對價總數，仍應以信昌化公司於股份轉換基準日已發行股份總數扣減本公司所持 有信昌化公司股份93,857,430股，再減去信昌化公司因本股份轉換案依法買回異議 股東股份數後之股份數額，按每股現金對價計算，並按個別股東配發至「元」為止 （元以下無條件捨去）。 11.併購之對價種類及資金來源: 本股份轉換案之對價全數以現金支付，本公司將以自有資金支應。 12.換股比例及其計算依據: (1)換股比例：本次股份轉換案，本公司擬支付每股現金新台幣18元予信昌化公司 其餘股東，以取得信昌化公司全數已發行股份。 (2)計算依據：參酌信昌化公司經營狀況、業務發展及其他可能影響股東權益之因 素，並參考委任之獨立專家所出具之價格合理性意見書後訂定之。 13.本次交易會計師、律師或證券承銷商出具非合理性意見:否 14.會計師或律師事務所名稱或證券承銷商公司名稱: 利安達平和聯合會計師事務所 15.會計師或律師姓名: 吳明儀會計師 16.會計師或律師開業證書字號: 會計師開業證書字號：吳明儀會計師-金管證審字第1000036796號。 17.獨立專家就本次併購換股比例、配發股東之現",https://mops.twse.com.tw/mops/#/web/t05st01,67bb5933766396ead13aabb9e76ea44937385482f13f2c725bdd73394b587a0c,0
1101,112,02,112/02/24,19:30:56,2023-02-24 19:30:56,公告本公司董事會通過111年第4季合併財務報告,capital_change,,,,,,False,False,False,False,"1.提報董事會或經董事會決議日期:112/02/24 2.審計委員會通過日期:112/02/24 3.財務報告或年度自結財務資訊報導期間 起訖日期(XXX/XX/XX~XXX/XX/XX):111/01/01~111/12/31 4.1月1日累計至本期止營業收入(仟元):113,929,706 5.1月1日累計至本期止營業毛利(毛損) (仟元):9,583,967 6.1月1日累計至本期止營業利益(損失) (仟元):1,162,138 7.1月1日累計至本期止稅前淨利(淨損) (仟元):6,646,097 8.1月1日累計至本期止本期淨利(淨損) (仟元):4,157,085 9.1月1日累計至本期止歸屬於母公司業主淨利(損) (仟元):5,404,984 10.1月1日累計至本期止基本每股盈餘(損失) (元):0.74 11.期末總資產(仟元):460,808,961 12.期末總負債(仟元):222,533,181 13.期末歸屬於母公司業主之權益(仟元):217,894,766 14.其他應敘明事項:無。 ",https://mops.twse.com.tw/mops/#/web/t05st01,733b9668c840643965cc2a122addbc66d802db42cc6c1878769421d0f43eba43,0
1101,112,03,112/03/24,19:32:15,2023-03-24 19:32:15,公告本公司董事會決議發放普通股股利,capital_change,,,,,,False,False,False,False,"1. 董事會擬議日期：112/03/24 2. 股利所屬年(季)度：111年 年度 3. 股利所屬期間：111/01/01 至 111/12/31 4. 股東配發內容： (1)盈餘分配之現金股利(元/股)：0.50000000 (2)法定盈餘公積發放之現金(元/股)：0 (3)資本公積發放之現金(元/股)：0 (4)股東配發之現金(股利)總金額(元)：3,566,090,871 (5)盈餘轉增資配股(元/股)：0 (6)法定盈餘公積轉增資配股(元/股)：0 (7)資本公積轉增資配股(元/股)：0 (8)股東配股總股數(股)：0 5. 其他應敘明事項： (1)股利之計算按發行股數扣除公司法規定 不得享有股東權利之股數。 (2)本次盈餘分派嗣後如因海外無擔保可轉 換公司債轉換普通股，及庫藏股轉讓或註銷 等，影響流通在外股份數量，致使股東配息 率發生變動而需修正時，授權董事長全權處 理。 6. 普通股每股面額欄位：新台幣10.0000元",https://mops.twse.com.tw/mops/#/web/t05st01,d41f085442080588189f176c08df4cf56e6eb60e46e8e6973eb33185e9eac4b0,0
1101,112,03,112/03/24,19:32:41,2023-03-24 19:32:41,公告本公司董事會決議發放特別股股利,capital_change,,,,,,False,False,False,False,"1. 董事會擬議日期：112/03/24 2. 股利所屬年(季)度：111年 年度 3. 股利所屬期間：111/01/01 至 111/12/31 4. 股東配發內容： (1)盈餘分配之現金股利(元/股)：1.75000000 (2)法定盈餘公積發放之現金(元/股)：0 (3)資本公積發放之現金(元/股)：0 (4)股東配發之現金(股利)總金額(元)：350,000,000 (5)盈餘轉增資配股(元/股)：0 (6)法定盈餘公積轉增資配股(元/股)：0 (7)資本公積轉增資配股(元/股)：0 (8)股東配股總股數(股)：0 5. 其他應敘明事項： 本公司107年12月13日發行特別股200,000,000 股，按發行價格50元，特別股股息年率3.50% 計算，合計發放350,000,000元。 6. 普通股每股面額欄位：新台幣10.0000元",https://mops.twse.com.tw/mops/#/web/t05st01,1c469be46e461318eb6d352d2452304211897dc7dd663891a022de8a4ccca95f,0
1101,112,05,112/05/11,18:53:04,2023-05-11 18:53:04,公告本公司董事會通過112年第1季合併財務報告,capital_change,,,,,,False,False,False,False,"1.提報董事會或經董事會決議日期:112/05/11 2.審計委員會通過日期:112/05/11 3.財務報告或年度自結財務資訊報導期間 起訖日期(XXX/XX/XX~XXX/XX/XX):112/01/01~112/03/31 4.1月1日累計至本期止營業收入(仟元):26,295,929 5.1月1日累計至本期止營業毛利(毛損) (仟元):2,469,221 6.1月1日累計至本期止營業利益(損失) (仟元):166,067 7.1月1日累計至本期止稅前淨利(淨損) (仟元):1,480,889 8.1月1日累計至本期止本期淨利(淨損) (仟元):1,005,644 9.1月1日累計至本期止歸屬於母公司業主淨利(損) (仟元):1,407,161 10.1月1日累計至本期止基本每股盈餘(損失) (元):0.20 11.期末總資產(仟元):461,648,368 12.期末總負債(仟元):221,567,334 13.期末歸屬於母公司業主之權益(仟元):220,077,058 14.其他應敘明事項:無。 ",https://mops.twse.com.tw/mops/#/web/t05st01,0ab1403d47886345f58e656e6e6aa73347379a8bc64de69a2df8fc10954a1c31,0
1216,106,01,106/01/13,16:08:38,2017-01-13 16:08:38,"代重要子公司統一企業(中國)投資有限公司公告董事會決議
發放股利",distribution,,,,,,False,True,False,False,1.董事會決議日期:106/01/13 2.發放股利種類及金額:發放現金股利總金額為人民幣4.5億 3.其他應敘明事項:無 ,https://mops.twse.com.tw/mops/#/web/t05st01,3006da38b85bacdde31b9f70186d62551e77c9390c60822409a4936b17cc86dc,0
