package,relative_path,size_mb,file_count,source_class,governance_disposition,raw_source_size_mb,large_shard_size_mb,cache_compatible_size_mb,largest_file,largest_file_size_mb,recommendation,delete_allowed,notes
radar_dynamic_pool1_twse_market_cap_route_20260703,outputs/radar_dynamic_pool1_twse_market_cap_route_20260703,8.74,41,proxy_partial_or_blocked_evidence,raw_archive_compress_candidate,8.258,0.0,0.0,outputs/radar_dynamic_pool1_twse_market_cap_route_20260703/raw_sources/t163sb05_sii_115q01_response.html,1.301,保留 package summary 與 readiness；依檔案型態分流 raw/archive 與 normalized rows。,false,"{""intermediate_or_unknown"": {""count"": 1, ""size_mb"": 0.023}, ""normalized_or_attempt_ledger"": {""count"": 6, ""size_mb"": 0.451}, ""raw_source_archive"": {""count"": 25, ""size_mb"": 8.258}, ""source_manifest_or_governance_ledger"": {""count"": 9, ""size_mb"": 0.008}}"
radar_tw50_0050_archived_html_crawler_201411_202312_20260629,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629,80.892,97,failed_or_superseded_route_attempt_evidence,archive_or_compress_candidates,80.701,0.0,0.0,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2023Q4_yuantaetfs_download_20240225083826_6_original_pdf_url.html,1.242,保留 summary/manifest/attempt logs；raw wrappers、HTML、PDF、browser artifact 可壓縮封存。,false,"{""intermediate_or_unknown"": {""count"": 3, ""size_mb"": 0.035}, ""normalized_or_attempt_ledger"": {""count"": 8, ""size_mb"": 0.15}, ""raw_source_archive"": {""count"": 81, ""size_mb"": 80.701}, ""source_manifest_or_governance_ledger"": {""count"": 5, ""size_mb"": 0.007}}"
radar_tw50_0050_archived_html_crawler_201411_202312_20260629,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629,80.892,97,failed_or_superseded_route_attempt_evidence,raw_archive_compress_candidate,80.701,0.0,0.0,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2023Q4_yuantaetfs_download_20240225083826_6_original_pdf_url.html,1.242,保留 summary/manifest/attempt logs；raw wrappers、HTML、PDF、browser artifact 可壓縮封存。,false,"{""intermediate_or_unknown"": {""count"": 3, ""size_mb"": 0.035}, ""normalized_or_attempt_ledger"": {""count"": 8, ""size_mb"": 0.15}, ""raw_source_archive"": {""count"": 81, ""size_mb"": 80.701}, ""source_manifest_or_governance_ledger"": {""count"": 5, ""size_mb"": 0.007}}"
radar_tw50_0050_browser_network_capture_phase7_201411_202312_20260629,outputs/radar_tw50_0050_browser_network_capture_phase7_201411_202312_20260629,59.912,439,failed_or_superseded_route_attempt_evidence,archive_or_compress_candidates,59.652,0.0,0.0,outputs/radar_tw50_0050_browser_network_capture_phase7_201411_202312_20260629/raw_sources/chrome_profile/Default/Download Service/Files/7d763d29-3d32-4ab5-b166-05ea22d3ab34,32.062,保留 summary/manifest/attempt logs；raw wrappers、HTML、PDF、browser artifact 可壓縮封存。,false,"{""intermediate_or_unknown"": {""count"": 3, ""size_mb"": 0.058}, ""normalized_or_attempt_ledger"": {""count"": 9, ""size_mb"": 0.197}, ""raw_source_archive"": {""count"": 422, ""size_mb"": 59.652}, ""source_manifest_or_governance_ledger"": {""count"": 5, ""size_mb"": 0.005}}"
radar_tw50_0050_browser_network_capture_phase7_201411_202312_20260629,outputs/radar_tw50_0050_browser_network_capture_phase7_201411_202312_20260629,59.912,439,failed_or_superseded_route_attempt_evidence,raw_archive_compress_candidate,59.652,0.0,0.0,outputs/radar_tw50_0050_browser_network_capture_phase7_201411_202312_20260629/raw_sources/chrome_profile/Default/Download Service/Files/7d763d29-3d32-4ab5-b166-05ea22d3ab34,32.062,保留 summary/manifest/attempt logs；raw wrappers、HTML、PDF、browser artifact 可壓縮封存。,false,"{""intermediate_or_unknown"": {""count"": 3, ""size_mb"": 0.058}, ""normalized_or_attempt_ledger"": {""count"": 9, ""size_mb"": 0.197}, ""raw_source_archive"": {""count"": 422, ""size_mb"": 59.652}, ""source_manifest_or_governance_ledger"": {""count"": 5, ""size_mb"": 0.005}}"
radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629,9.981,107,failed_or_superseded_route_attempt_evidence,archive_or_compress_candidates,9.877,0.0,0.0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2014Q4_yuanta_current_ratio_page_direct.html,1.056,保留 summary/manifest/attempt logs；raw wrappers、HTML、PDF、browser artifact 可壓縮封存。,false,"{""intermediate_or_unknown"": {""count"": 3, ""size_mb"": 0.022}, ""normalized_or_attempt_ledger"": {""count"": 8, ""size_mb"": 0.076}, ""raw_source_archive"": {""count"": 91, ""size_mb"": 9.877}, ""source_manifest_or_governance_ledger"": {""count"": 5, ""size_mb"": 0.006}}"
radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629,9.981,107,failed_or_superseded_route_attempt_evidence,raw_archive_compress_candidate,9.877,0.0,0.0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2014Q4_yuanta_current_ratio_page_direct.html,1.056,保留 summary/manifest/attempt logs；raw wrappers、HTML、PDF、browser artifact 可壓縮封存。,false,"{""intermediate_or_unknown"": {""count"": 3, ""size_mb"": 0.022}, ""normalized_or_attempt_ledger"": {""count"": 8, ""size_mb"": 0.076}, ""raw_source_archive"": {""count"": 91, ""size_mb"": 9.877}, ""source_manifest_or_governance_ledger"": {""count"": 5, ""size_mb"": 0.006}}"
radar_tw50_0050_endpoint_post_probe_phase5_201411_202312_20260629,outputs/radar_tw50_0050_endpoint_post_probe_phase5_201411_202312_20260629,5.616,143,failed_or_superseded_route_attempt_evidence,archive_or_compress_candidates,5.529,0.0,0.0,outputs/radar_tw50_0050_endpoint_post_probe_phase5_201411_202312_20260629/raw_sources/chunk_direct_chunk_4aca78edd44be4d18829.js.js,0.999,保留 summary/manifest/attempt logs；raw wrappers、HTML、PDF、browser artifact 可壓縮封存。,false,"{""intermediate_or_unknown"": {""count"": 2, ""size_mb"": 0.022}, ""normalized_or_attempt_ledger"": {""count"": 10, ""size_mb"": 0.057}, ""raw_source_archive"": {""count"": 126, ""size_mb"": 5.529}, ""source_manifest_or_governance_ledger"": {""count"": 5, ""size_mb"": 0.007}}"
radar_tw50_0050_endpoint_post_probe_phase5_201411_202312_20260629,outputs/radar_tw50_0050_endpoint_post_probe_phase5_201411_202312_20260629,5.616,143,failed_or_superseded_route_attempt_evidence,raw_archive_compress_candidate,5.529,0.0,0.0,outputs/radar_tw50_0050_endpoint_post_probe_phase5_201411_202312_20260629/raw_sources/chunk_direct_chunk_4aca78edd44be4d18829.js.js,0.999,保留 summary/manifest/attempt logs；raw wrappers、HTML、PDF、browser artifact 可壓縮封存。,false,"{""intermediate_or_unknown"": {""count"": 2, ""size_mb"": 0.022}, ""normalized_or_attempt_ledger"": {""count"": 10, ""size_mb"": 0.057}, ""raw_source_archive"": {""count"": 126, ""size_mb"": 5.529}, ""source_manifest_or_governance_ledger"": {""count"": 5, ""size_mb"": 0.007}}"
radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629,outputs/radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629,76.558,659,failed_or_superseded_route_attempt_evidence,archive_or_compress_candidates,71.765,0.0,0.0,outputs/radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629/raw_sources/chrome_profile_phase8_persisted/Default/Cache/Cache_Data/data_3,4.008,保留 summary/manifest/attempt logs；raw wrappers、HTML、PDF、browser artifact 可壓縮封存。,false,"{""intermediate_or_unknown"": {""count"": 2, ""size_mb"": 0.041}, ""normalized_or_attempt_ledger"": {""count"": 10, ""size_mb"": 4.747}, ""raw_source_archive"": {""count"": 642, ""size_mb"": 71.765}, ""source_manifest_or_governance_ledger"": {""count"": 5, ""size_mb"": 0.005}}"
radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629,outputs/radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629,76.558,659,failed_or_superseded_route_attempt_evidence,raw_archive_compress_candidate,71.765,0.0,0.0,outputs/radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629/raw_sources/chrome_profile_phase8_persisted/Default/Cache/Cache_Data/data_3,4.008,保留 summary/manifest/attempt logs；raw wrappers、HTML、PDF、browser artifact 可壓縮封存。,false,"{""intermediate_or_unknown"": {""count"": 2, ""size_mb"": 0.041}, ""normalized_or_attempt_ledger"": {""count"": 10, ""size_mb"": 4.747}, ""raw_source_archive"": {""count"": 642, ""size_mb"": 71.765}, ""source_manifest_or_governance_ledger"": {""count"": 5, ""size_mb"": 0.005}}"
radar_tw50_0050_historical_source_download_201411_202312_20260629,outputs/radar_tw50_0050_historical_source_download_201411_202312_20260629,0.089,18,failed_or_superseded_route_attempt_evidence,archive_or_compress_candidates,0.058,0.0,0.0,outputs/radar_tw50_0050_historical_source_download_201411_202312_20260629/raw_sources/2021Q4_yuanta_domestic_quarterly_holdings_fixed_https_20220523000307.bin,0.014,保留 summary/manifest/attempt logs；raw wrappers、HTML、PDF、browser artifact 可壓縮封存。,false,"{""intermediate_or_unknown"": {""count"": 1, ""size_mb"": 0.011}, ""normalized_or_attempt_ledger"": {""count"": 6, ""size_mb"": 0.015}, ""raw_source_archive"": {""count"": 6, ""size_mb"": 0.058}, ""source_manifest_or_governance_ledger"": {""count"": 5, ""size_mb"": 0.005}}"
radar_tw50_0050_historical_source_download_201411_202312_20260629,outputs/radar_tw50_0050_historical_source_download_201411_202312_20260629,0.089,18,failed_or_superseded_route_attempt_evidence,raw_archive_compress_candidate,0.058,0.0,0.0,outputs/radar_tw50_0050_historical_source_download_201411_202312_20260629/raw_sources/2021Q4_yuanta_domestic_quarterly_holdings_fixed_https_20220523000307.bin,0.014,保留 summary/manifest/attempt logs；raw wrappers、HTML、PDF、browser artifact 可壓縮封存。,false,"{""intermediate_or_unknown"": {""count"": 1, ""size_mb"": 0.011}, ""normalized_or_attempt_ledger"": {""count"": 6, ""size_mb"": 0.015}, ""raw_source_archive"": {""count"": 6, ""size_mb"": 0.058}, ""source_manifest_or_governance_ledger"": {""count"": 5, ""size_mb"": 0.005}}"
radar_tw50_0050_manual_pit_ledger_phase2_20260629,outputs/radar_tw50_0050_manual_pit_ledger_phase2_20260629,0.021,13,proxy_partial_or_blocked_evidence,raw_archive_compress_candidate,0.002,0.0,0.0,outputs/radar_tw50_0050_manual_pit_ledger_phase2_20260629/source_acquisition_plan.csv,0.004,保留 package summary 與 readiness；依檔案型態分流 raw/archive 與 normalized rows。,false,"{""normalized_or_attempt_ledger"": {""count"": 7, ""size_mb"": 0.013}, ""raw_source_archive"": {""count"": 1, ""size_mb"": 0.002}, ""source_manifest_or_governance_ledger"": {""count"": 5, ""size_mb"": 0.006}}"
radar_tw50_0050_session_replay_phase6_201411_202312_20260629,outputs/radar_tw50_0050_session_replay_phase6_201411_202312_20260629,0.511,66,failed_or_superseded_route_attempt_evidence,archive_or_compress_candidates,0.446,0.0,0.0,outputs/radar_tw50_0050_session_replay_phase6_201411_202312_20260629/raw_sources/sitca_in2421_initial_get.html,0.111,保留 summary/manifest/attempt logs；raw wrappers、HTML、PDF、browser artifact 可壓縮封存。,false,"{""intermediate_or_unknown"": {""count"": 2, ""size_mb"": 0.018}, ""normalized_or_attempt_ledger"": {""count"": 9, ""size_mb"": 0.039}, ""raw_source_archive"": {""count"": 50, ""size_mb"": 0.446}, ""source_manifest_or_governance_ledger"": {""count"": 5, ""size_mb"": 0.007}}"
radar_tw50_0050_session_replay_phase6_201411_202312_20260629,outputs/radar_tw50_0050_session_replay_phase6_201411_202312_20260629,0.511,66,failed_or_superseded_route_attempt_evidence,raw_archive_compress_candidate,0.446,0.0,0.0,outputs/radar_tw50_0050_session_replay_phase6_201411_202312_20260629/raw_sources/sitca_in2421_initial_get.html,0.111,保留 summary/manifest/attempt logs；raw wrappers、HTML、PDF、browser artifact 可壓縮封存。,false,"{""intermediate_or_unknown"": {""count"": 2, ""size_mb"": 0.018}, ""normalized_or_attempt_ledger"": {""count"": 9, ""size_mb"": 0.039}, ""raw_source_archive"": {""count"": 50, ""size_mb"": 0.446}, ""source_manifest_or_governance_ledger"": {""count"": 5, ""size_mb"": 0.007}}"
radar_tw50_pit_source_acquisition_201411_202312_20260629,outputs/radar_tw50_pit_source_acquisition_201411_202312_20260629,0.012,11,proxy_partial_or_blocked_evidence,raw_archive_compress_candidate,0.002,0.0,0.0,outputs/radar_tw50_pit_source_acquisition_201411_202312_20260629/raw_source_archive_manifest.csv,0.002,保留 package summary 與 readiness；依檔案型態分流 raw/archive 與 normalized rows。,false,"{""normalized_or_attempt_ledger"": {""count"": 4, ""size_mb"": 0.003}, ""raw_source_archive"": {""count"": 1, ""size_mb"": 0.002}, ""source_manifest_or_governance_ledger"": {""count"": 6, ""size_mb"": 0.007}}"
