ticker,name,market,status_date,source_date,source_url,source_type,is_altered_trading,is_periodic_call_auction,is_management_stock,matching_cycle_minutes,is_suspended,formal_ready,raw_source_id,notes
3066,李洲,TPEx,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,official_historical_api,true,false,false,,false,true,altered_2015.json,Daily TPEx altered/periodic-call/management/suspended status snapshot; not an event ledger.
3085,久大,TPEx,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,official_historical_api,false,false,false,,true,true,altered_2015.json,Daily TPEx altered/periodic-call/management/suspended status snapshot; not an event ledger.
3095,及成,TPEx,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,official_historical_api,true,false,false,,false,true,altered_2015.json,Daily TPEx altered/periodic-call/management/suspended status snapshot; not an event ledger.
3126,信億,TPEx,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,official_historical_api,true,true,false,030,false,true,altered_2015.json,Daily TPEx altered/periodic-call/management/suspended status snapshot; not an event ledger.
3465,祥業,TPEx,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,official_historical_api,true,true,false,030,false,true,altered_2015.json,Daily TPEx altered/periodic-call/management/suspended status snapshot; not an event ledger.
3562,頂晶科,TPEx,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,official_historical_api,true,true,false,030,false,true,altered_2015.json,Daily TPEx altered/periodic-call/management/suspended status snapshot; not an event ledger.
3629,卓韋,TPEx,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,official_historical_api,true,false,false,,false,true,altered_2015.json,Daily TPEx altered/periodic-call/management/suspended status snapshot; not an event ledger.
4131,晶宇,TPEx,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,official_historical_api,true,false,false,,false,true,altered_2015.json,Daily TPEx altered/periodic-call/management/suspended status snapshot; not an event ledger.
4402,福大,TPEx,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,official_historical_api,true,false,false,,false,true,altered_2015.json,Daily TPEx altered/periodic-call/management/suspended status snapshot; not an event ledger.
4413,飛寶,TPEx,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,official_historical_api,true,true,false,030,false,true,altered_2015.json,Daily TPEx altered/periodic-call/management/suspended status snapshot; not an event ledger.
4415,台原藥,TPEx,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,official_historical_api,false,false,false,,true,true,altered_2015.json,Daily TPEx altered/periodic-call/management/suspended status snapshot; not an event ledger.
4419,松懋,TPEx,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,official_historical_api,true,false,false,,false,true,altered_2015.json,Daily TPEx altered/periodic-call/management/suspended status snapshot; not an event ledger.
